run_id,config_id,config_path,paper_id,paper_name,paper_type,wrapper_path,wrapper_status,run_dir,timeout_sec,exit_code,timeout,result_status_prelim,start_iso,end_iso,elapsed_sec,notes
"m2_owner_sched__histo_1","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","histo_1","histo-1","M","experiments/paper-mascar/workloads/wrappers/run_histo_1.sh","ready","experiments/paper-mascar/workloads/results/W11/w11_actual/runs/m2_owner_sched/histo_1","600","0","0","completed_exit0","2026-06-05T03:18:54+08:00","2026-06-05T03:19:06+08:00","12","W11: selected ready M workload; W10 approximate phase expansion; original note: Local histo app exists but histo-1 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m2_owner_sched__histo_3","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","histo_3","histo-3","M","experiments/paper-mascar/workloads/wrappers/run_histo_3.sh","ready","experiments/paper-mascar/workloads/results/W11/w11_actual/runs/m2_owner_sched/histo_3","600","0","0","completed_exit0","2026-06-05T03:19:06+08:00","2026-06-05T03:19:19+08:00","13","W11: selected ready M workload; W10 approximate phase expansion; original note: Local histo app exists but histo-3 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m2_owner_sched__kmeans_1","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","kmeans_1","kmeans-1","M","experiments/paper-mascar/workloads/wrappers/run_kmeans_1.sh","ready","experiments/paper-mascar/workloads/results/W11/w11_actual/runs/m2_owner_sched/kmeans_1","600","0","0","completed_exit0","2026-06-05T03:19:19+08:00","2026-06-05T03:19:25+08:00","6","W11: selected ready M workload; W10 approximate phase expansion; original note: Local kmeans app exists but kmeans-1 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m2_owner_sched__spmv","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","spmv","spmv","M","experiments/paper-mascar/workloads/wrappers/run_spmv.sh","ready","experiments/paper-mascar/workloads/results/W11/w11_actual/runs/m2_owner_sched/spmv","600","0","0","completed_exit0","2026-06-05T03:19:25+08:00","2026-06-05T03:22:11+08:00","166","W11: selected ready M workload; W10 retained ready row; original note: Local Parboil SpMV tiny wrapper; W10 direct command to keep matrix config override restorable"
"m2_owner_sched__srad_1","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","srad_1","srad-1","M","experiments/paper-mascar/workloads/wrappers/run_srad_1.sh","ready","experiments/paper-mascar/workloads/results/W11/w11_actual/runs/m2_owner_sched/srad_1","600","0","0","completed_exit0","2026-06-05T03:22:11+08:00","2026-06-05T03:22:15+08:00","4","W11: selected ready M workload; W10 approximate phase expansion; original note: Local SRAD app exists but srad-1 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m2_owner_sched__srad_2","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","srad_2","srad-2","M","experiments/paper-mascar/workloads/wrappers/run_srad_2.sh","ready","experiments/paper-mascar/workloads/results/W11/w11_actual/runs/m2_owner_sched/srad_2","600","0","0","completed_exit0","2026-06-05T03:22:15+08:00","2026-06-05T03:22:20+08:00","5","W11: selected ready M workload; W10 approximate phase expansion; original note: Local SRAD app exists but srad-2 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m3_hitonly_nack__bp_2","m3_hitonly_nack","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3_hitonly_nack_on","bp_2","BP-2","M","experiments/paper-mascar/workloads/wrappers/run_bp_2.sh","ready","experiments/paper-mascar/workloads/results/W11/w11_actual/runs/m3_hitonly_nack/bp_2","600","0","0","completed_exit0","2026-06-05T03:22:20+08:00","2026-06-05T03:22:24+08:00","4","W11: selected ready M workload; W10 approximate phase expansion; original note: Local backprop app exists but BP-2 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m3_hitonly_nack__bfs","m3_hitonly_nack","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3_hitonly_nack_on","bfs","bfs","M","experiments/paper-mascar/workloads/wrappers/run_bfs.sh","ready","experiments/paper-mascar/workloads/results/W11/w11_actual/runs/m3_hitonly_nack/bfs","600","0","0","completed_exit0","2026-06-05T03:22:24+08:00","2026-06-05T03:22:45+08:00","21","W11: selected ready M workload; W10 retained ready row; original note: Local Rodinia BFS tiny wrapper; W10 direct command to keep matrix config override restorable"
"m3_hitonly_nack__histo_1","m3_hitonly_nack","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3_hitonly_nack_on","histo_1","histo-1","M","experiments/paper-mascar/workloads/wrappers/run_histo_1.sh","ready","experiments/paper-mascar/workloads/results/W11/w11_actual/runs/m3_hitonly_nack/histo_1","600","0","0","completed_exit0","2026-06-05T03:22:45+08:00","2026-06-05T03:22:58+08:00","13","W11: selected ready M workload; W10 approximate phase expansion; original note: Local histo app exists but histo-1 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m3_hitonly_nack__histo_3","m3_hitonly_nack","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3_hitonly_nack_on","histo_3","histo-3","M","experiments/paper-mascar/workloads/wrappers/run_histo_3.sh","ready","experiments/paper-mascar/workloads/results/W11/w11_actual/runs/m3_hitonly_nack/histo_3","600","0","0","completed_exit0","2026-06-05T03:22:58+08:00","2026-06-05T03:23:10+08:00","12","W11: selected ready M workload; W10 approximate phase expansion; original note: Local histo app exists but histo-3 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m3_hitonly_nack__kmeans_1","m3_hitonly_nack","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3_hitonly_nack_on","kmeans_1","kmeans-1","M","experiments/paper-mascar/workloads/wrappers/run_kmeans_1.sh","ready","experiments/paper-mascar/workloads/results/W11/w11_actual/runs/m3_hitonly_nack/kmeans_1","600","0","0","completed_exit0","2026-06-05T03:23:10+08:00","2026-06-05T03:23:16+08:00","6","W11: selected ready M workload; W10 approximate phase expansion; original note: Local kmeans app exists but kmeans-1 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m3_hitonly_nack__spmv","m3_hitonly_nack","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3_hitonly_nack_on","spmv","spmv","M","experiments/paper-mascar/workloads/wrappers/run_spmv.sh","ready","experiments/paper-mascar/workloads/results/W11/w11_actual/runs/m3_hitonly_nack/spmv","600","0","0","completed_exit0","2026-06-05T03:23:16+08:00","2026-06-05T03:26:02+08:00","166","W11: selected ready M workload; W10 retained ready row; original note: Local Parboil SpMV tiny wrapper; W10 direct command to keep matrix config override restorable"
"m3_hitonly_nack__srad_1","m3_hitonly_nack","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3_hitonly_nack_on","srad_1","srad-1","M","experiments/paper-mascar/workloads/wrappers/run_srad_1.sh","ready","experiments/paper-mascar/workloads/results/W11/w11_actual/runs/m3_hitonly_nack/srad_1","600","0","0","completed_exit0","2026-06-05T03:26:02+08:00","2026-06-05T03:26:07+08:00","5","W11: selected ready M workload; W10 approximate phase expansion; original note: Local SRAD app exists but srad-1 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m3_hitonly_nack__srad_2","m3_hitonly_nack","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3_hitonly_nack_on","srad_2","srad-2","M","experiments/paper-mascar/workloads/wrappers/run_srad_2.sh","ready","experiments/paper-mascar/workloads/results/W11/w11_actual/runs/m3_hitonly_nack/srad_2","600","0","0","completed_exit0","2026-06-05T03:26:07+08:00","2026-06-05T03:26:11+08:00","4","W11: selected ready M workload; W10 approximate phase expansion; original note: Local SRAD app exists but srad-2 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m4_reexec_load__bp_2","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","bp_2","BP-2","M","experiments/paper-mascar/workloads/wrappers/run_bp_2.sh","ready","experiments/paper-mascar/workloads/results/W11/w11_actual/runs/m4_reexec_load/bp_2","600","0","0","completed_exit0","2026-06-05T03:26:11+08:00","2026-06-05T03:26:15+08:00","4","W11: selected ready M workload; W10 approximate phase expansion; original note: Local backprop app exists but BP-2 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m4_reexec_load__bfs","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","bfs","bfs","M","experiments/paper-mascar/workloads/wrappers/run_bfs.sh","ready","experiments/paper-mascar/workloads/results/W11/w11_actual/runs/m4_reexec_load/bfs","600","0","0","completed_exit0","2026-06-05T03:26:15+08:00","2026-06-05T03:26:36+08:00","21","W11: selected ready M workload; W10 retained ready row; original note: Local Rodinia BFS tiny wrapper; W10 direct command to keep matrix config override restorable"
"m4_reexec_load__histo_1","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","histo_1","histo-1","M","experiments/paper-mascar/workloads/wrappers/run_histo_1.sh","ready","experiments/paper-mascar/workloads/results/W11/w11_actual/runs/m4_reexec_load/histo_1","600","0","0","completed_exit0","2026-06-05T03:26:36+08:00","2026-06-05T03:26:49+08:00","13","W11: selected ready M workload; W10 approximate phase expansion; original note: Local histo app exists but histo-1 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m4_reexec_load__histo_3","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","histo_3","histo-3","M","experiments/paper-mascar/workloads/wrappers/run_histo_3.sh","ready","experiments/paper-mascar/workloads/results/W11/w11_actual/runs/m4_reexec_load/histo_3","600","0","0","completed_exit0","2026-06-05T03:26:49+08:00","2026-06-05T03:27:01+08:00","12","W11: selected ready M workload; W10 approximate phase expansion; original note: Local histo app exists but histo-3 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m4_reexec_load__kmeans_1","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","kmeans_1","kmeans-1","M","experiments/paper-mascar/workloads/wrappers/run_kmeans_1.sh","ready","experiments/paper-mascar/workloads/results/W11/w11_actual/runs/m4_reexec_load/kmeans_1","600","0","0","completed_exit0","2026-06-05T03:27:01+08:00","2026-06-05T03:27:07+08:00","6","W11: selected ready M workload; W10 approximate phase expansion; original note: Local kmeans app exists but kmeans-1 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m4_reexec_load__spmv","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","spmv","spmv","M","experiments/paper-mascar/workloads/wrappers/run_spmv.sh","ready","experiments/paper-mascar/workloads/results/W11/w11_actual/runs/m4_reexec_load/spmv","600","0","0","completed_exit0","2026-06-05T03:27:07+08:00","2026-06-05T03:29:53+08:00","166","W11: selected ready M workload; W10 retained ready row; original note: Local Parboil SpMV tiny wrapper; W10 direct command to keep matrix config override restorable"
"m4_reexec_load__srad_1","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","srad_1","srad-1","M","experiments/paper-mascar/workloads/wrappers/run_srad_1.sh","ready","experiments/paper-mascar/workloads/results/W11/w11_actual/runs/m4_reexec_load/srad_1","600","0","0","completed_exit0","2026-06-05T03:29:53+08:00","2026-06-05T03:29:57+08:00","4","W11: selected ready M workload; W10 approximate phase expansion; original note: Local SRAD app exists but srad-1 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
"m4_reexec_load__srad_2","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","srad_2","srad-2","M","experiments/paper-mascar/workloads/wrappers/run_srad_2.sh","ready","experiments/paper-mascar/workloads/results/W11/w11_actual/runs/m4_reexec_load/srad_2","600","0","0","completed_exit0","2026-06-05T03:29:57+08:00","2026-06-05T03:30:02+08:00","5","W11: selected ready M workload; W10 approximate phase expansion; original note: Local SRAD app exists but srad-2 phase mapping is unresolved; W10 direct command to keep matrix config override restorable"
