run_id,config_id,paper_id,paper_name,paper_type,wrapper_status,run_dir,exit_code,timeout,result_status_prelim,classification,has_stats,explicit_pass,gpu_tot_sim_cycle,gpu_tot_ipc,gpu_tot_sim_insn,paper_mascar_l1_sat_sample,paper_mascar_l1_sat_sample_saturated,paper_mascar_m2_ep_cycles,paper_mascar_m2_mp_cycles,paper_mascar_m2_owner_acquire,paper_mascar_m2_nonowner_mem_block,paper_mascar_m3_hitonly_access_attempt,paper_mascar_m3_hitonly_access_hit,paper_mascar_m3_hitonly_access_nack,paper_mascar_m3_probe_attempt,paper_mascar_m3_probe_hit,paper_mascar_m3_probe_nack,paper_mascar_m3_probe_skip_not_mp,paper_mascar_m3_probe_skip_no_owner,paper_mascar_m3_probe_skip_owner,paper_mascar_m3_probe_skip_nonload,paper_mascar_m3_nonowner_lsu_probe_allowed,paper_mascar_m3_nonowner_lsu_probe_block_nonload,paper_mascar_m3_nack_guard_owner_release,paper_mascar_m4_enqueue_success,paper_mascar_m4_retry_attempt,paper_mascar_m4_retry_hit,paper_mascar_m4_retry_nack,paper_mascar_m4_retry_requeue,paper_mascar_m4_queue_occupancy_max,cacheinst_L1D_access_total,cacheinst_L1D_hit,cacheinst_L1D_miss,cacheinst_L1D_reservation_fail,gpgpusim_exit,result_status,result_pass
m2_owner_sched__pathfinder,m2_owner_sched,pathfinder,pathfinder,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m2_owner_sched/pathfinder,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m2_owner_sched__sgemm,m2_owner_sched,sgemm,sgemm,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m2_owner_sched/sgemm,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m2_owner_sched__stencil,m2_owner_sched,stencil,stencil,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m2_owner_sched/stencil,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m3_hitonly_nack__bp_1,m3_hitonly_nack,bp_1,BP-1,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m3_hitonly_nack/bp_1,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m3_hitonly_nack__histo_2,m3_hitonly_nack,histo_2,histo-2,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m3_hitonly_nack/histo_2,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m3_hitonly_nack__kmeans_2,m3_hitonly_nack,kmeans_2,kmeans-2,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m3_hitonly_nack/kmeans_2,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m3_hitonly_nack__mri_q,m3_hitonly_nack,mri_q,mri-q,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m3_hitonly_nack/mri_q,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m3_hitonly_nack__pathfinder,m3_hitonly_nack,pathfinder,pathfinder,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m3_hitonly_nack/pathfinder,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m3_hitonly_nack__sgemm,m3_hitonly_nack,sgemm,sgemm,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m3_hitonly_nack/sgemm,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m3_hitonly_nack__stencil,m3_hitonly_nack,stencil,stencil,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m3_hitonly_nack/stencil,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m4_reexec_load__bp_1,m4_reexec_load,bp_1,BP-1,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m4_reexec_load/bp_1,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m4_reexec_load__histo_2,m4_reexec_load,histo_2,histo-2,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m4_reexec_load/histo_2,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m4_reexec_load__kmeans_2,m4_reexec_load,kmeans_2,kmeans-2,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m4_reexec_load/kmeans_2,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m4_reexec_load__mri_q,m4_reexec_load,mri_q,mri-q,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m4_reexec_load/mri_q,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m4_reexec_load__pathfinder,m4_reexec_load,pathfinder,pathfinder,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m4_reexec_load/pathfinder,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m4_reexec_load__sgemm,m4_reexec_load,sgemm,sgemm,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m4_reexec_load/sgemm,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m4_reexec_load__stencil,m4_reexec_load,stencil,stencil,C,ready,experiments/paper-mascar/workloads/results/W12/w12_dryrun/runs/m4_reexec_load/stencil,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
