paper_id,paper_name,paper_type,availability_status,wrapper_path,wrapper_status,build_required,build_command,run_working_dir,run_command,input_size,timeout_sec,dry_run_status,notes
particle,particle,M,missing_binary,experiments/paper-mascar/workloads/wrappers/run_particle.sh,placeholder_missing_binary,no,,,,,1200,pass,Raw Rodinia particlefilter source exists but no local runnable wrapper or binary
sad_2,sad-2,M,missing_binary,experiments/paper-mascar/workloads/wrappers/run_sad_2.sh,placeholder_missing_binary,no,,,,,1200,pass,Raw Parboil sad source exists but no local runnable wrapper or binary
spmv,spmv,M,available,experiments/paper-mascar/workloads/wrappers/run_spmv.sh,ready,no,,/workspace/repos/gpgpu-workloads,bash scripts/run_one.sh parboil_spmv,tiny,300,pass,Local Parboil SpMV tiny wrapper
srad_1,srad-1,M,partial_phase_unknown,experiments/paper-mascar/workloads/wrappers/run_srad_1.sh,placeholder_phase_unknown,no,,/workspace/repos/gpgpu-workloads,bash scripts/run_one.sh rodinia_srad_v2,tiny,300,pass,Local SRAD app exists but srad-1 phase mapping is unresolved
srad_2,srad-2,M,partial_phase_unknown,experiments/paper-mascar/workloads/wrappers/run_srad_2.sh,placeholder_phase_unknown,no,,/workspace/repos/gpgpu-workloads,bash scripts/run_one.sh rodinia_srad_v2,tiny,300,pass,Local SRAD app exists but srad-2 phase mapping is unresolved
bp_1,BP-1,C,partial_phase_unknown,experiments/paper-mascar/workloads/wrappers/run_bp_1.sh,placeholder_phase_unknown,no,,/workspace/repos/gpgpu-workloads,bash scripts/run_one.sh rodinia_backprop,tiny,300,pass,Local backprop app exists but BP-1 phase mapping is unresolved
cutcp,cutcp,C,missing_binary,experiments/paper-mascar/workloads/wrappers/run_cutcp.sh,placeholder_missing_binary,no,,,,,1200,pass,Raw Parboil cutcp source exists but no local runnable wrapper or binary
histo_2,histo-2,C,partial_phase_unknown,experiments/paper-mascar/workloads/wrappers/run_histo_2.sh,placeholder_phase_unknown,no,,/workspace/repos/gpgpu-workloads,bash scripts/run_one.sh parboil_histo,tiny,300,pass,Local histo app exists but histo-2 phase mapping is unresolved
histogram,histogram,C,missing_source,experiments/paper-mascar/workloads/wrappers/run_histogram.sh,placeholder_missing_source,no,,,,,1200,pass,No local histogram source or wrapper
kmeans_2,kmeans-2,C,partial_phase_unknown,experiments/paper-mascar/workloads/wrappers/run_kmeans_2.sh,placeholder_phase_unknown,no,,/workspace/repos/gpgpu-workloads,bash scripts/run_one.sh rodinia_kmeans,tiny,300,pass,Local kmeans app exists but kmeans-2 phase mapping is unresolved
lavamd,lavaMD,C,missing_binary,experiments/paper-mascar/workloads/wrappers/run_lavamd.sh,placeholder_missing_binary,no,,,,,1200,pass,Raw Rodinia lavaMD source exists but no local runnable wrapper or binary
leuko_2,leuko-2,C,missing_binary,experiments/paper-mascar/workloads/wrappers/run_leuko_2.sh,placeholder_missing_binary,no,,,,,1200,pass,Raw Rodinia leukocyte source exists but no local runnable wrapper or binary
leuko_3,leuko-3,C,missing_binary,experiments/paper-mascar/workloads/wrappers/run_leuko_3.sh,placeholder_missing_binary,no,,,,,1200,pass,Raw Rodinia leukocyte source exists but no local runnable wrapper or binary
mri_q,mri-q,C,available,experiments/paper-mascar/workloads/wrappers/run_mri_q.sh,ready,no,,/workspace/repos/gpgpu-workloads,bash scripts/run_one.sh parboil_mri_q,tiny,300,pass,Local Parboil mri-q tiny wrapper
mrig_3,mrig-3,C,missing_binary,experiments/paper-mascar/workloads/wrappers/run_mrig_3.sh,placeholder_missing_binary,no,,,,,1200,pass,Raw Parboil mri-gridding source exists but no local runnable wrapper or binary
pathfinder,pathfinder,C,available,experiments/paper-mascar/workloads/wrappers/run_pathfinder.sh,ready,no,,/workspace/repos/gpgpu-workloads,bash scripts/run_one.sh rodinia_pathfinder,tiny,300,pass,Local Rodinia pathfinder tiny wrapper
sad_1,sad-1,C,missing_binary,experiments/paper-mascar/workloads/wrappers/run_sad_1.sh,placeholder_missing_binary,no,,,,,1200,pass,Raw Parboil sad source exists but no local runnable wrapper or binary
sgemm,sgemm,C,available,experiments/paper-mascar/workloads/wrappers/run_sgemm.sh,ready,no,,/workspace/repos/gpgpu-workloads,bash scripts/run_one.sh parboil_sgemm,tiny,300,pass,Local Parboil SGEMM tiny wrapper
stencil,stencil,C,available,experiments/paper-mascar/workloads/wrappers/run_stencil.sh,ready,no,,/workspace/repos/gpgpu-workloads,bash scripts/run_one.sh parboil_stencil,tiny,300,pass,Local Parboil stencil tiny wrapper
tpacf,tpacf,C,missing_binary,experiments/paper-mascar/workloads/wrappers/run_tpacf.sh,placeholder_missing_binary,no,,,,,1200,pass,Raw Parboil tpacf source exists but no local runnable wrapper or binary
