run_id,config_id,config_path,paper_id,paper_name,paper_type,wrapper_path,wrapper_status,run_dir,timeout_sec,exit_code,timeout,result_status_prelim,start_iso,end_iso,elapsed_sec,notes
"baseline_off__mri_q","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","mri_q","mri-q","C","experiments/paper-mascar/workloads/wrappers/run_mri_q.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/baseline_off/mri_q","1800","0","0","completed_exit0","2026-06-05T17:35:57+08:00","2026-06-05T17:35:57+08:00","0","measurement_scope=app_run_unmapped; phase_confidence=not_w18_target; Local Parboil mri-q tiny wrapper; Local Parboil mri-q tiny wrapper; Local Parboil mri-q tiny wrapper"
"baseline_off__pathfinder","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","pathfinder","pathfinder","C","experiments/paper-mascar/workloads/wrappers/run_pathfinder.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/baseline_off/pathfinder","1800","0","0","completed_exit0","2026-06-05T17:35:57+08:00","2026-06-05T17:35:57+08:00","0","measurement_scope=app_run_unmapped; phase_confidence=not_w18_target; Local Rodinia pathfinder tiny wrapper; Local Rodinia pathfinder tiny wrapper; Local Rodinia pathfinder tiny wrapper"
"baseline_off__sgemm","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","sgemm","sgemm","C","experiments/paper-mascar/workloads/wrappers/run_sgemm.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/baseline_off/sgemm","1800","0","0","completed_exit0","2026-06-05T17:35:57+08:00","2026-06-05T17:35:57+08:00","0","measurement_scope=app_run_unmapped; phase_confidence=not_w18_target; Local Parboil SGEMM tiny wrapper; Local Parboil SGEMM tiny wrapper; Local Parboil SGEMM tiny wrapper"
"baseline_off__stencil","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","stencil","stencil","C","experiments/paper-mascar/workloads/wrappers/run_stencil.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/baseline_off/stencil","1800","0","0","completed_exit0","2026-06-05T17:35:57+08:00","2026-06-05T17:35:57+08:00","0","measurement_scope=app_run_unmapped; phase_confidence=not_w18_target; Local Parboil stencil tiny wrapper; Local Parboil stencil tiny wrapper; Local Parboil stencil tiny wrapper"
"m2_owner_sched__bp_2","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","bp_2","BP-2","M","experiments/paper-mascar/workloads/wrappers/run_bp_2.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/m2_owner_sched/bp_2","1800","0","0","completed_exit0","2026-06-05T17:35:57+08:00","2026-06-05T17:35:57+08:00","0","measurement_scope=app_run_inferred_phase; phase_confidence=inferred_order; Local backprop app exists but BP-2 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Local backprop app exists but BP-2 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Proposed mapping only; requires GPT review before canonical manifest update."
"m2_owner_sched__bfs","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","bfs","bfs","M","experiments/paper-mascar/workloads/wrappers/run_bfs.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/m2_owner_sched/bfs","1800","0","0","completed_exit0","2026-06-05T17:35:57+08:00","2026-06-05T17:35:57+08:00","0","measurement_scope=app_run_unmapped; phase_confidence=not_w18_target; Local Rodinia BFS tiny wrapper; Local Rodinia BFS tiny wrapper; Local Rodinia BFS tiny wrapper"
"m2_owner_sched__histo_1","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","histo_1","histo-1","M","experiments/paper-mascar/workloads/wrappers/run_histo_1.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/m2_owner_sched/histo_1","1800","0","0","completed_exit0","2026-06-05T17:35:57+08:00","2026-06-05T17:35:57+08:00","0","measurement_scope=app_run_inferred_phase; phase_confidence=inferred_order; Local histo app exists but histo-1 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Local histo app exists but histo-1 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Proposed mapping only; requires GPT review before canonical manifest update."
"m2_owner_sched__histo_3","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","histo_3","histo-3","M","experiments/paper-mascar/workloads/wrappers/run_histo_3.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/m2_owner_sched/histo_3","1800","0","0","completed_exit0","2026-06-05T17:35:57+08:00","2026-06-05T17:35:57+08:00","0","measurement_scope=app_run_inferred_phase; phase_confidence=inferred_order; Local histo app exists but histo-3 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Local histo app exists but histo-3 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Proposed mapping only; requires GPT review before canonical manifest update."
"m2_owner_sched__kmeans_1","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","kmeans_1","kmeans-1","M","experiments/paper-mascar/workloads/wrappers/run_kmeans_1.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/m2_owner_sched/kmeans_1","1800","0","0","completed_exit0","2026-06-05T17:35:57+08:00","2026-06-05T17:35:57+08:00","0","measurement_scope=app_run_inferred_phase; phase_confidence=inferred_order; Local kmeans app exists but kmeans-1 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Local kmeans app exists but kmeans-1 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Proposed mapping only; requires GPT review before canonical manifest update."
"m2_owner_sched__spmv","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","spmv","spmv","M","experiments/paper-mascar/workloads/wrappers/run_spmv.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/m2_owner_sched/spmv","1800","0","0","completed_exit0","2026-06-05T17:35:57+08:00","2026-06-05T17:35:58+08:00","1","measurement_scope=app_run_unmapped; phase_confidence=not_w18_target; Local Parboil SpMV tiny wrapper; Local Parboil SpMV tiny wrapper; Local Parboil SpMV tiny wrapper"
"m2_owner_sched__srad_1","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","srad_1","srad-1","M","experiments/paper-mascar/workloads/wrappers/run_srad_1.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/m2_owner_sched/srad_1","1800","0","0","completed_exit0","2026-06-05T17:35:58+08:00","2026-06-05T17:35:58+08:00","0","measurement_scope=app_run_inferred_phase; phase_confidence=inferred_order; Local SRAD app exists but srad-1 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Local SRAD app exists but srad-1 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Proposed mapping only; requires GPT review before canonical manifest update."
"m2_owner_sched__srad_2","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","srad_2","srad-2","M","experiments/paper-mascar/workloads/wrappers/run_srad_2.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/m2_owner_sched/srad_2","1800","0","0","completed_exit0","2026-06-05T17:35:58+08:00","2026-06-05T17:35:58+08:00","0","measurement_scope=app_run_inferred_phase; phase_confidence=inferred_order; Local SRAD app exists but srad-2 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Local SRAD app exists but srad-2 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Proposed mapping only; requires GPT review before canonical manifest update."
"m2_owner_sched__bp_1","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","bp_1","BP-1","C","experiments/paper-mascar/workloads/wrappers/run_bp_1.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/m2_owner_sched/bp_1","1800","0","0","completed_exit0","2026-06-05T17:35:58+08:00","2026-06-05T17:35:58+08:00","0","measurement_scope=app_run_inferred_phase; phase_confidence=inferred_order; Local backprop app exists but BP-1 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Local backprop app exists but BP-1 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Proposed mapping only; requires GPT review before canonical manifest update."
"m2_owner_sched__histo_2","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","histo_2","histo-2","C","experiments/paper-mascar/workloads/wrappers/run_histo_2.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/m2_owner_sched/histo_2","1800","0","0","completed_exit0","2026-06-05T17:35:58+08:00","2026-06-05T17:35:58+08:00","0","measurement_scope=app_run_inferred_phase; phase_confidence=inferred_order; Local histo app exists but histo-2 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Local histo app exists but histo-2 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Proposed mapping only; requires GPT review before canonical manifest update."
"m2_owner_sched__kmeans_2","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","kmeans_2","kmeans-2","C","experiments/paper-mascar/workloads/wrappers/run_kmeans_2.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/m2_owner_sched/kmeans_2","1800","0","0","completed_exit0","2026-06-05T17:35:58+08:00","2026-06-05T17:35:58+08:00","0","measurement_scope=app_run_inferred_phase; phase_confidence=inferred_order; Local kmeans app exists but kmeans-2 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Local kmeans app exists but kmeans-2 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Proposed mapping only; requires GPT review before canonical manifest update."
"m2_owner_sched__mri_q","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","mri_q","mri-q","C","experiments/paper-mascar/workloads/wrappers/run_mri_q.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/m2_owner_sched/mri_q","1800","0","0","completed_exit0","2026-06-05T17:35:58+08:00","2026-06-05T17:35:58+08:00","0","measurement_scope=app_run_unmapped; phase_confidence=not_w18_target; Local Parboil mri-q tiny wrapper; Local Parboil mri-q tiny wrapper; Local Parboil mri-q tiny wrapper"
"m2_owner_sched__pathfinder","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","pathfinder","pathfinder","C","experiments/paper-mascar/workloads/wrappers/run_pathfinder.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/m2_owner_sched/pathfinder","1800","0","0","completed_exit0","2026-06-05T17:35:58+08:00","2026-06-05T17:35:58+08:00","0","measurement_scope=app_run_unmapped; phase_confidence=not_w18_target; Local Rodinia pathfinder tiny wrapper; Local Rodinia pathfinder tiny wrapper; Local Rodinia pathfinder tiny wrapper"
"m2_owner_sched__sgemm","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","sgemm","sgemm","C","experiments/paper-mascar/workloads/wrappers/run_sgemm.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/m2_owner_sched/sgemm","1800","0","0","completed_exit0","2026-06-05T17:35:58+08:00","2026-06-05T17:35:58+08:00","0","measurement_scope=app_run_unmapped; phase_confidence=not_w18_target; Local Parboil SGEMM tiny wrapper; Local Parboil SGEMM tiny wrapper; Local Parboil SGEMM tiny wrapper"
"m2_owner_sched__stencil","m2_owner_sched","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m2_owner_sched_on","stencil","stencil","C","experiments/paper-mascar/workloads/wrappers/run_stencil.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/m2_owner_sched/stencil","1800","0","0","completed_exit0","2026-06-05T17:35:58+08:00","2026-06-05T17:35:58+08:00","0","measurement_scope=app_run_unmapped; phase_confidence=not_w18_target; Local Parboil stencil tiny wrapper; Local Parboil stencil tiny wrapper; Local Parboil stencil tiny wrapper"
"m3_hitonly_nack__bp_2","m3_hitonly_nack","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3_hitonly_nack_on","bp_2","BP-2","M","experiments/paper-mascar/workloads/wrappers/run_bp_2.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/m3_hitonly_nack/bp_2","1800","0","0","completed_exit0","2026-06-05T17:35:58+08:00","2026-06-05T17:35:58+08:00","0","measurement_scope=app_run_inferred_phase; phase_confidence=inferred_order; Local backprop app exists but BP-2 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Local backprop app exists but BP-2 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Proposed mapping only; requires GPT review before canonical manifest update."
"m3_hitonly_nack__bfs","m3_hitonly_nack","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3_hitonly_nack_on","bfs","bfs","M","experiments/paper-mascar/workloads/wrappers/run_bfs.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/m3_hitonly_nack/bfs","1800","0","0","completed_exit0","2026-06-05T17:35:58+08:00","2026-06-05T17:35:58+08:00","0","measurement_scope=app_run_unmapped; phase_confidence=not_w18_target; Local Rodinia BFS tiny wrapper; Local Rodinia BFS tiny wrapper; Local Rodinia BFS tiny wrapper"
"m3_hitonly_nack__histo_1","m3_hitonly_nack","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3_hitonly_nack_on","histo_1","histo-1","M","experiments/paper-mascar/workloads/wrappers/run_histo_1.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/m3_hitonly_nack/histo_1","1800","0","0","completed_exit0","2026-06-05T17:35:58+08:00","2026-06-05T17:35:58+08:00","0","measurement_scope=app_run_inferred_phase; phase_confidence=inferred_order; Local histo app exists but histo-1 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Local histo app exists but histo-1 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Proposed mapping only; requires GPT review before canonical manifest update."
"m3_hitonly_nack__histo_3","m3_hitonly_nack","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3_hitonly_nack_on","histo_3","histo-3","M","experiments/paper-mascar/workloads/wrappers/run_histo_3.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/m3_hitonly_nack/histo_3","1800","0","0","completed_exit0","2026-06-05T17:35:58+08:00","2026-06-05T17:35:58+08:00","0","measurement_scope=app_run_inferred_phase; phase_confidence=inferred_order; Local histo app exists but histo-3 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Local histo app exists but histo-3 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Proposed mapping only; requires GPT review before canonical manifest update."
"m3_hitonly_nack__kmeans_1","m3_hitonly_nack","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3_hitonly_nack_on","kmeans_1","kmeans-1","M","experiments/paper-mascar/workloads/wrappers/run_kmeans_1.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/m3_hitonly_nack/kmeans_1","1800","0","0","completed_exit0","2026-06-05T17:35:58+08:00","2026-06-05T17:35:58+08:00","0","measurement_scope=app_run_inferred_phase; phase_confidence=inferred_order; Local kmeans app exists but kmeans-1 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Local kmeans app exists but kmeans-1 phase mapping is unresolved; W17 promoted to app-level ready only; exact phase pending W18 kernel trace; Proposed mapping only; requires GPT review before canonical manifest update."
"m3_hitonly_nack__spmv","m3_hitonly_nack","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m3_hitonly_nack_on","spmv","spmv","M","experiments/paper-mascar/workloads/wrappers/run_spmv.sh","ready","/workspace/repos/gpgpu-sim_distribution/experiments/paper-mascar/workloads/results/W24/w24_sweep_dryrun_20260605_173556/runs/m3_hitonly_nack/spmv","1800","0","0","completed_exit0","2026-06-05T17:35:58+08:00","2026-06-05T17:35:58+08:00","0","measurement_scope=app_run_unmapped; phase_confidence=not_w18_target; Local Parboil SpMV tiny wrapper; Local Parboil SpMV tiny wrapper; Local Parboil SpMV tiny wrapper"
