phase,suite_id,app_id,benchmark_name,attempt_round,strategy,work_dir,command,exit_code,timeout,log_path,result_status,binary_candidates,binary_ready,blocker_before,blocker_after,notes
W21C,rodinia,rodinia_hotspot3D,hotspot3D,round1,dependency_probe,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hotspot3D,"ldconfig -p | grep -E ""libcuda|libcudart"" || true; ls -l /usr/local/cuda/lib64/libcudart.so /usr/local/cuda/targets/x86_64-linux/lib/libcudart.so 2>/dev/null || true; find . -maxdepth 3 -type f -perm -111 | sed -n ""1,40p""",0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21C_rodinia_hotspot3D_round1_dependency_probe.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hotspot3D/3D;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hotspot3D/Makefile;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hotspot3D/run,3,command/data not normalized in workload manifest,binary_ready,probe libcuda/libcudart and local executable candidates
W21C,rodinia,rodinia_hotspot3D,hotspot3D,round2,binary_ldd_or_candidate_probe,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hotspot3D,ldd /workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hotspot3D/3D || true,0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21C_rodinia_hotspot3D_round2_binary_ldd_or_candidate_probe.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hotspot3D/3D;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hotspot3D/Makefile;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hotspot3D/run,3,command/data not normalized in workload manifest,binary_ready,probe executable runtime dependencies
W21C,rodinia,rodinia_huffman,huffman,round1,dependency_probe,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/huffman,"ldconfig -p | grep -E ""libcuda|libcudart"" || true; ls -l /usr/local/cuda/lib64/libcudart.so /usr/local/cuda/targets/x86_64-linux/lib/libcudart.so 2>/dev/null || true; find . -maxdepth 3 -type f -perm -111 | sed -n ""1,40p""",0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21C_rodinia_huffman_round1_dependency_probe.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/huffman/pavle;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/huffman/huffman;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/huffman/Makefile;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/huffman/run,3,command/data not normalized in workload manifest,binary_ready,probe libcuda/libcudart and local executable candidates
W21C,rodinia,rodinia_huffman,huffman,round2,binary_ldd_or_candidate_probe,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/huffman,ldd /workspace/repos/gpgpu-workloads/suites/rodinia/cuda/huffman/pavle || true,0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21C_rodinia_huffman_round2_binary_ldd_or_candidate_probe.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/huffman/pavle;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/huffman/huffman;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/huffman/Makefile;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/huffman/run,3,command/data not normalized in workload manifest,binary_ready,probe executable runtime dependencies
W21C,rodinia,rodinia_hybridsort,hybridsort,round1,dependency_probe,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hybridsort,"ldconfig -p | grep -E ""libcuda|libcudart"" || true; ls -l /usr/local/cuda/lib64/libcudart.so /usr/local/cuda/targets/x86_64-linux/lib/libcudart.so 2>/dev/null || true; find . -maxdepth 3 -type f -perm -111 | sed -n ""1,40p""",0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21C_rodinia_hybridsort_round1_dependency_probe.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hybridsort/hybridsort;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hybridsort/bucketsort.cuh;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hybridsort/mergesort.cuh;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hybridsort/cuda.rules;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hybridsort/run;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hybridsort/README,5,no verified executable binary,binary_ready,probe libcuda/libcudart and local executable candidates
W21C,rodinia,rodinia_hybridsort,hybridsort,round2,binary_ldd_or_candidate_probe,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hybridsort,ldd /workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hybridsort/bucketsort.cuh || true,0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21C_rodinia_hybridsort_round2_binary_ldd_or_candidate_probe.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hybridsort/hybridsort;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hybridsort/bucketsort.cuh;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hybridsort/mergesort.cuh;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hybridsort/cuda.rules;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hybridsort/run;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hybridsort/README,5,no verified executable binary,binary_ready,probe executable runtime dependencies
W21C,rodinia,rodinia_lavaMD,lavaMD,round1,dependency_probe,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/lavaMD,"ldconfig -p | grep -E ""libcuda|libcudart"" || true; ls -l /usr/local/cuda/lib64/libcudart.so /usr/local/cuda/targets/x86_64-linux/lib/libcudart.so 2>/dev/null || true; find . -maxdepth 3 -type f -perm -111 | sed -n ""1,40p""",0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21C_rodinia_lavaMD_round1_dependency_probe.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/lavaMD/lavaMD;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/lavaMD/a.out;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/lavaMD/run;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/lavaMD/README;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/lavaMD/makefile,3,no verified executable binary,binary_ready,probe libcuda/libcudart and local executable candidates
W21C,rodinia,rodinia_lavaMD,lavaMD,round2,binary_ldd_or_candidate_probe,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/lavaMD,ldd /workspace/repos/gpgpu-workloads/suites/rodinia/cuda/lavaMD/run || true,0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21C_rodinia_lavaMD_round2_binary_ldd_or_candidate_probe.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/lavaMD/lavaMD;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/lavaMD/a.out;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/lavaMD/run;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/lavaMD/README;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/lavaMD/makefile,3,no verified executable binary,binary_ready,probe executable runtime dependencies
W21C,rodinia,rodinia_leukocyte,leukocyte,round1,dependency_probe,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/leukocyte,"ldconfig -p | grep -E ""libcuda|libcudart"" || true; ls -l /usr/local/cuda/lib64/libcudart.so /usr/local/cuda/targets/x86_64-linux/lib/libcudart.so 2>/dev/null || true; find . -maxdepth 3 -type f -perm -111 | sed -n ""1,40p""",0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21C_rodinia_leukocyte_round1_dependency_probe.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/leukocyte/CUDA/leukocyte;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/leukocyte/leukocyte;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/leukocyte/Makefile;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/leukocyte/run,2,no verified executable binary,binary_ready,probe libcuda/libcudart and local executable candidates
W21C,rodinia,rodinia_leukocyte,leukocyte,round2,binary_ldd_or_candidate_probe,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/leukocyte,ldd /workspace/repos/gpgpu-workloads/suites/rodinia/cuda/leukocyte/Makefile || true,0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21C_rodinia_leukocyte_round2_binary_ldd_or_candidate_probe.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/leukocyte/CUDA/leukocyte;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/leukocyte/leukocyte;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/leukocyte/Makefile;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/leukocyte/run,2,no verified executable binary,binary_ready,probe executable runtime dependencies
W21C,rodinia,rodinia_mummergpu,mummergpu,round1,dependency_probe,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/mummergpu,"ldconfig -p | grep -E ""libcuda|libcudart"" || true; ls -l /usr/local/cuda/lib64/libcudart.so /usr/local/cuda/targets/x86_64-linux/lib/libcudart.so 2>/dev/null || true; find . -maxdepth 3 -type f -perm -111 | sed -n ""1,40p""",0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21C_rodinia_mummergpu_round1_dependency_probe.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/mummergpu/mummergpu;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/mummergpu/MUMmerGPU;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/mummergpu/Makefile;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/mummergpu/COPYING;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/mummergpu/run;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/mummergpu/README,4,no verified executable binary,binary_ready,probe libcuda/libcudart and local executable candidates
W21C,rodinia,rodinia_mummergpu,mummergpu,round2,binary_ldd_or_candidate_probe,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/mummergpu,ldd /workspace/repos/gpgpu-workloads/suites/rodinia/cuda/mummergpu/Makefile || true,0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21C_rodinia_mummergpu_round2_binary_ldd_or_candidate_probe.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/mummergpu/mummergpu;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/mummergpu/MUMmerGPU;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/mummergpu/Makefile;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/mummergpu/COPYING;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/mummergpu/run;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/mummergpu/README,4,no verified executable binary,binary_ready,probe executable runtime dependencies
W21C,rodinia,rodinia_myocyte,myocyte,round1,dependency_probe,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/myocyte,"ldconfig -p | grep -E ""libcuda|libcudart"" || true; ls -l /usr/local/cuda/lib64/libcudart.so /usr/local/cuda/targets/x86_64-linux/lib/libcudart.so 2>/dev/null || true; find . -maxdepth 3 -type f -perm -111 | sed -n ""1,40p""",0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21C_rodinia_myocyte_round1_dependency_probe.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/myocyte/myocyte.out;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/myocyte/Makefile;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/myocyte/run,3,W19 smoke failed: nonzero_no_stats,binary_ready,probe libcuda/libcudart and local executable candidates
W21C,rodinia,rodinia_myocyte,myocyte,round2,binary_ldd_or_candidate_probe,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/myocyte,ldd /workspace/repos/gpgpu-workloads/suites/rodinia/cuda/myocyte/myocyte.out || true,0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21C_rodinia_myocyte_round2_binary_ldd_or_candidate_probe.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/myocyte/myocyte.out;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/myocyte/Makefile;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/myocyte/run,3,W19 smoke failed: nonzero_no_stats,binary_ready,probe executable runtime dependencies
W21C,rodinia,rodinia_nn,nn,round1,dependency_probe,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/nn,"ldconfig -p | grep -E ""libcuda|libcudart"" || true; ls -l /usr/local/cuda/lib64/libcudart.so /usr/local/cuda/targets/x86_64-linux/lib/libcudart.so 2>/dev/null || true; find . -maxdepth 3 -type f -perm -111 | sed -n ""1,40p""",0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21C_rodinia_nn_round1_dependency_probe.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/nn/nn;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/nn/run,1,W19 smoke failed: nonzero_no_stats,binary_ready,probe libcuda/libcudart and local executable candidates
W21C,rodinia,rodinia_nn,nn,round2,binary_ldd_or_candidate_probe,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/nn,ldd /workspace/repos/gpgpu-workloads/suites/rodinia/cuda/nn/run || true,0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21C_rodinia_nn_round2_binary_ldd_or_candidate_probe.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/nn/nn;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/nn/run,1,W19 smoke failed: nonzero_no_stats,binary_ready,probe executable runtime dependencies
W21C,rodinia,rodinia_particlefilter,particlefilter,round1,dependency_probe,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter,"ldconfig -p | grep -E ""libcuda|libcudart"" || true; ls -l /usr/local/cuda/lib64/libcudart.so /usr/local/cuda/targets/x86_64-linux/lib/libcudart.so 2>/dev/null || true; find . -maxdepth 3 -type f -perm -111 | sed -n ""1,40p""",0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21C_rodinia_particlefilter_round1_dependency_probe.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/particlefilter;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/particle_filter;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/ex_particle_CUDA_naive_seq;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/ex_particle_CUDA_float_seq;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/README.txt;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/Makefile;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/run,3,no verified executable binary,binary_ready,probe libcuda/libcudart and local executable candidates
W21C,rodinia,rodinia_particlefilter,particlefilter,round2,binary_ldd_or_candidate_probe,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter,ldd /workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/README.txt || true,0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21C_rodinia_particlefilter_round2_binary_ldd_or_candidate_probe.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/particlefilter;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/particle_filter;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/ex_particle_CUDA_naive_seq;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/ex_particle_CUDA_float_seq;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/README.txt;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/Makefile;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/run,3,no verified executable binary,binary_ready,probe executable runtime dependencies
W21C,rodinia,rodinia_streamcluster,streamcluster,round1,dependency_probe,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster,"ldconfig -p | grep -E ""libcuda|libcudart"" || true; ls -l /usr/local/cuda/lib64/libcudart.so /usr/local/cuda/targets/x86_64-linux/lib/libcudart.so 2>/dev/null || true; find . -maxdepth 3 -type f -perm -111 | sed -n ""1,40p""",0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21C_rodinia_streamcluster_round1_dependency_probe.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster/sc_gpu;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster/Makefile;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster/run;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster/Makefile_nvidia,4,W19 smoke failed: nonzero_no_stats,binary_ready,probe libcuda/libcudart and local executable candidates
W21C,rodinia,rodinia_streamcluster,streamcluster,round2,binary_ldd_or_candidate_probe,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster,ldd /workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster/sc_gpu || true,0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21C_rodinia_streamcluster_round2_binary_ldd_or_candidate_probe.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster/sc_gpu;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster/Makefile;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster/run;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster/Makefile_nvidia,4,W19 smoke failed: nonzero_no_stats,binary_ready,probe executable runtime dependencies
W21C,parboil,parboil_bfs,bfs,round1,dependency_probe,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/bfs,"ldconfig -p | grep -E ""libcuda|libcudart"" || true; ls -l /usr/local/cuda/lib64/libcudart.so /usr/local/cuda/targets/x86_64-linux/lib/libcudart.so 2>/dev/null || true; find . -maxdepth 3 -type f -perm -111 | sed -n ""1,40p""",0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21C_parboil_bfs_round1_dependency_probe.log,pass,,0,no verified executable binary,pass,probe libcuda/libcudart and local executable candidates
