suite_workload_id,suite,benchmark,availability_status,wrapper_status,source_dir,binary_path,run_working_dir,run_command,timeout_sec,input_size,expected_verification,blocker,next_action,notes
rodinia_hybridsort,rodinia,hybridsort,source_available_missing_binary,placeholder_unavailable,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/hybridsort,,,,1800,,,no verified executable binary,try W19B build/recovery rounds,Placeholder retained; not eligible for W19D smoke until binary/command/data are resolved
rodinia_kmeans,rodinia,kmeans,ready_existing_manifest,ready,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/kmeans,/workspace/repos/gpgpu-workloads/suites/rodinia-wrapper/kmeans/kmeans,/workspace/repos/gpgpu-workloads/suites/rodinia-wrapper/kmeans,cd /workspace/repos/gpgpu-workloads/suites/rodinia-wrapper/kmeans && source /workspace/repos/load_gpgpusim.sh && bash run_gpgpusim.sh,1800,tiny,completed_no_explicit_pass,,dry-run and smoke validation,Existing workload_manifest ready row; W18 background preserved but not modified
rodinia_lavaMD,rodinia,lavaMD,source_available_missing_binary,placeholder_unavailable,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/lavaMD,,,,1800,,,no verified executable binary,try W19B build/recovery rounds,Placeholder retained; not eligible for W19D smoke until binary/command/data are resolved
rodinia_leukocyte,rodinia,leukocyte,source_available_missing_binary,placeholder_unavailable,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/leukocyte,,,,1800,,,no verified executable binary,try W19B build/recovery rounds,Placeholder retained; not eligible for W19D smoke until binary/command/data are resolved
rodinia_lud,rodinia,lud,ready_existing_manifest,ready,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/lud,/workspace/repos/gpgpu-workloads/suites/rodinia-wrapper/lud/lud_cuda,/workspace/repos/gpgpu-workloads/suites/rodinia-wrapper/lud,cd /workspace/repos/gpgpu-workloads/suites/rodinia-wrapper/lud && source /workspace/repos/load_gpgpusim.sh && ./lud_cuda -s 32 -v,1800,tiny,completed_no_explicit_pass,,dry-run and smoke validation,Existing workload_manifest ready row; W18 background preserved but not modified
rodinia_mummergpu,rodinia,mummergpu,source_available_missing_binary,placeholder_unavailable,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/mummergpu,,,,1800,,,no verified executable binary,try W19B build/recovery rounds,Placeholder retained; not eligible for W19D smoke until binary/command/data are resolved
rodinia_myocyte,rodinia,myocyte,ready_build_recovered_candidate,ready,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/myocyte,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/myocyte/myocyte.out,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/myocyte,cd /workspace/repos/gpgpu-workloads/suites/rodinia/cuda/myocyte && source /workspace/repos/load_gpgpusim.sh && ./myocyte.out 100 1 0,1200,tiny,completed_no_explicit_pass,,smoke validation before promotion to canonical workload manifest,W19B raw_make pass; command from local run script without external data
rodinia_nn,rodinia,nn,ready_build_recovered_candidate,ready,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/nn,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/nn/nn,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/nn,cd /workspace/repos/gpgpu-workloads/suites/rodinia/cuda/nn && source /workspace/repos/load_gpgpusim.sh && ./nn filelist_4 -r 5 -lat 30 -lng 90,900,tiny,completed_no_explicit_pass,,smoke validation before promotion to canonical workload manifest,W19B raw_make pass; filelist_4 exists locally
rodinia_nw,rodinia,nw,ready_existing_manifest,ready,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/nw,/workspace/repos/gpgpu-workloads/suites/rodinia-wrapper/nw/needle,/workspace/repos/gpgpu-workloads/suites/rodinia-wrapper/nw,cd /workspace/repos/gpgpu-workloads/suites/rodinia-wrapper/nw && source /workspace/repos/load_gpgpusim.sh && ./needle 64 10,1800,tiny,completed_no_explicit_pass,,dry-run and smoke validation,Existing workload_manifest ready row; W18 background preserved but not modified
rodinia_particlefilter,rodinia,particlefilter,source_available_missing_binary,placeholder_unavailable,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter,,,,1800,,,no verified executable binary,try W19B build/recovery rounds,Placeholder retained; not eligible for W19D smoke until binary/command/data are resolved
rodinia_pathfinder,rodinia,pathfinder,ready_existing_manifest,ready,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/pathfinder,/workspace/repos/gpgpu-workloads/suites/rodinia-wrapper/pathfinder/pathfinder,/workspace/repos/gpgpu-workloads/suites/rodinia-wrapper/pathfinder,cd /workspace/repos/gpgpu-workloads/suites/rodinia-wrapper/pathfinder && source /workspace/repos/load_gpgpusim.sh && ./pathfinder 64 64 2,1800,tiny,completed_no_explicit_pass,,dry-run and smoke validation,Existing workload_manifest ready row; W18 background preserved but not modified
rodinia_srad,rodinia,srad,ready_existing_manifest,ready,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/srad,/workspace/repos/gpgpu-workloads/suites/rodinia-wrapper/srad_v2/srad,/workspace/repos/gpgpu-workloads/suites/rodinia-wrapper/srad_v2,cd /workspace/repos/gpgpu-workloads/suites/rodinia-wrapper/srad_v2 && source /workspace/repos/load_gpgpusim.sh && ./srad 64 64 0 31 0 31 0.5 1,1800,tiny,completed_no_explicit_pass,,dry-run and smoke validation,Existing workload_manifest ready row; W18 background preserved but not modified
rodinia_streamcluster,rodinia,streamcluster,ready_build_recovered_candidate,ready,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster/sc_gpu,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster,cd /workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster && source /workspace/repos/load_gpgpusim.sh && ./sc_gpu 10 20 32 256 256 10 none output.txt 1,1200,tiny,completed_no_explicit_pass,,smoke validation before promotion to canonical workload manifest,W19B raw_make pass; normalized smaller smoke input than raw run script
parboil_bfs,parboil,bfs,source_available_missing_binary,placeholder_unavailable,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/bfs,,,,1800,,,no verified executable binary,try W19B build/recovery rounds,Placeholder retained; not eligible for W19D smoke until binary/command/data are resolved
parboil_cp,parboil,cp,source_available_missing_binary,placeholder_unavailable,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/cp,,,,1800,,,no verified executable binary,try W19B build/recovery rounds,Placeholder retained; not eligible for W19D smoke until binary/command/data are resolved
parboil_cutcp,parboil,cutcp,source_available_missing_binary,placeholder_unavailable,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/cutcp,,,,1800,,,no verified executable binary,try W19B build/recovery rounds,Placeholder retained; not eligible for W19D smoke until binary/command/data are resolved
parboil_fft,parboil,fft,source_available_missing_binary,placeholder_unavailable,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/fft,,,,1800,,,no verified executable binary,try W19B build/recovery rounds,Placeholder retained; not eligible for W19D smoke until binary/command/data are resolved
parboil_histo,parboil,histo,ready_existing_manifest,ready,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/histo,/workspace/repos/gpgpu-workloads/suites/parboil-wrapper/histo/histo,/workspace/repos/gpgpu-workloads/suites/parboil-wrapper/histo,cd /workspace/repos/gpgpu-workloads/suites/parboil-wrapper/histo && source /workspace/repos/load_gpgpusim.sh && bash run_gpgpusim.sh,1800,tiny,parboil_histo result: PASS,,dry-run and smoke validation,Existing workload_manifest ready row; W18 background preserved but not modified
parboil_imghisto,parboil,imghisto,source_available_missing_binary,placeholder_unavailable,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/imghisto,,,,1800,,,no verified executable binary,try W19B build/recovery rounds,Placeholder retained; not eligible for W19D smoke until binary/command/data are resolved
parboil_lbm,parboil,lbm,source_available_missing_binary,placeholder_unavailable,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/lbm,,,,1800,,,no verified executable binary,try W19B build/recovery rounds,Placeholder retained; not eligible for W19D smoke until binary/command/data are resolved
parboil_mri_fhd,parboil,mri-fhd,source_available_missing_binary,placeholder_unavailable,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-fhd,,,,1800,,,no verified executable binary,try W19B build/recovery rounds,Placeholder retained; not eligible for W19D smoke until binary/command/data are resolved
parboil_mri_gridding,parboil,mri-gridding,source_available_missing_binary,placeholder_unavailable,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-gridding,,,,1800,,,no verified executable binary,try W19B build/recovery rounds,Placeholder retained; not eligible for W19D smoke until binary/command/data are resolved
parboil_mri_q,parboil,mri-q,ready_existing_manifest,ready,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-q,/workspace/repos/gpgpu-workloads/suites/parboil-wrapper/mri-q/mri-q,/workspace/repos/gpgpu-workloads/suites/parboil-wrapper/mri-q,cd /workspace/repos/gpgpu-workloads/suites/parboil-wrapper/mri-q && source /workspace/repos/load_gpgpusim.sh && ./mri-q -i data/tiny.bin 32,1800,tiny,completed_no_explicit_pass,,dry-run and smoke validation,Existing workload_manifest ready row; W18 background preserved but not modified
parboil_pns,parboil,pns,source_available_missing_binary,placeholder_unavailable,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/pns,,,,1800,,,no verified executable binary,try W19B build/recovery rounds,Placeholder retained; not eligible for W19D smoke until binary/command/data are resolved
parboil_rpes,parboil,rpes,source_available_missing_binary,placeholder_unavailable,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/rpes,,,,1800,,,no verified executable binary,try W19B build/recovery rounds,Placeholder retained; not eligible for W19D smoke until binary/command/data are resolved
parboil_sad,parboil,sad,source_available_missing_binary,placeholder_unavailable,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/sad,,,,1800,,,no verified executable binary,try W19B build/recovery rounds,Placeholder retained; not eligible for W19D smoke until binary/command/data are resolved
parboil_sgemm,parboil,sgemm,ready_existing_manifest,ready,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/sgemm,/workspace/repos/gpgpu-workloads/suites/parboil-wrapper/sgemm/sgemm,/workspace/repos/gpgpu-workloads/suites/parboil-wrapper/sgemm,cd /workspace/repos/gpgpu-workloads/suites/parboil-wrapper/sgemm && source /workspace/repos/load_gpgpusim.sh && bash run_gpgpusim.sh,1800,tiny,completed_no_explicit_pass,,dry-run and smoke validation,Existing workload_manifest ready row; W18 background preserved but not modified
parboil_simple_mm,parboil,simple_mm,source_available_missing_binary,placeholder_unavailable,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/simple_mm,,,,1800,,,no verified executable binary,try W19B build/recovery rounds,Placeholder retained; not eligible for W19D smoke until binary/command/data are resolved
parboil_spmv,parboil,spmv,ready_existing_manifest,ready,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/spmv,/workspace/repos/gpgpu-workloads/suites/parboil-wrapper/spmv/spmv,/workspace/repos/gpgpu-workloads/suites/parboil-wrapper/spmv,cd /workspace/repos/gpgpu-workloads/suites/parboil-wrapper/spmv && source /workspace/repos/load_gpgpusim.sh && bash run_gpgpusim.sh,1800,tiny,completed_no_explicit_pass,,dry-run and smoke validation,Existing workload_manifest ready row; W18 background preserved but not modified
parboil_stencil,parboil,stencil,ready_existing_manifest,ready,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/stencil,/workspace/repos/gpgpu-workloads/suites/parboil-wrapper/stencil/stencil,/workspace/repos/gpgpu-workloads/suites/parboil-wrapper/stencil,cd /workspace/repos/gpgpu-workloads/suites/parboil-wrapper/stencil && source /workspace/repos/load_gpgpusim.sh && ./stencil -i data/tiny.bin 8 8 8 1,1800,tiny,completed_no_explicit_pass,,dry-run and smoke validation,Existing workload_manifest ready row; W18 background preserved but not modified
parboil_tpacf,parboil,tpacf,source_available_missing_binary,placeholder_unavailable,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/tpacf,,,,1800,,,no verified executable binary,try W19B build/recovery rounds,Placeholder retained; not eligible for W19D smoke until binary/command/data are resolved
