suite_id,suite_name,app_id,app_name,benchmark_name,variant,source_path,binary_path,data_path,build_command,run_command,wrapper_path,wrapper_status,availability_status,build_status,data_status,command_status,smoke_status,correctness_status,input_scale,default_timeout_sec,current_ready,table_iii_related,table_iii_paper_ids,phase_mapping_status,blocker,next_action,notes
parboil,Parboil,parboil_fft,parboil_fft,fft,default,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/fft,unknown,unknown,unknown,unknown,generated_by_run_full_suite_matrix,placeholder_unavailable,source_available_missing_binary,missing_binary,missing_or_unverified_data,unknown,not_run,unknown,unknown,1800,0,0,none,not_applicable,no verified executable binary,try W19B build/recovery rounds,W18 phase mapping retained as background only; not modified by W19
parboil,Parboil,parboil_histo,parboil_histo,histo,default,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/histo,/workspace/repos/gpgpu-workloads/suites/parboil-wrapper/histo/histo,/workspace/repos/gpgpu-workloads/suites/parboil-wrapper/histo/data,unknown,cd /workspace/repos/gpgpu-workloads/suites/parboil-wrapper/histo && source /workspace/repos/load_gpgpusim.sh && bash run_gpgpusim.sh,generated_by_run_full_suite_matrix,ready,ready,ready_existing_manifest,data_available,command_verified,completed_explicit_pass,explicit_pass,tiny,1800,1,1,histo_1;histo_2;histo_3,inferred_order_or_existing,none,dry-run and smoke through W19C/W19D wrapper,W18 phase mapping retained as background only; not modified by W19
parboil,Parboil,parboil_imghisto,parboil_imghisto,imghisto,default,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/imghisto,unknown,unknown,unknown,unknown,generated_by_run_full_suite_matrix,placeholder_unavailable,source_available_missing_binary,missing_binary,missing_or_unverified_data,unknown,not_run,unknown,unknown,1800,0,0,none,not_applicable,no verified executable binary,try W19B build/recovery rounds,W18 phase mapping retained as background only; not modified by W19
parboil,Parboil,parboil_lbm,parboil_lbm,lbm,default,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/lbm,unknown,unknown,unknown,unknown,generated_by_run_full_suite_matrix,placeholder_unavailable,source_available_missing_binary,missing_binary,missing_or_unverified_data,unknown,not_run,unknown,unknown,1800,0,1,lbm,inferred_order_or_existing,no verified executable binary,try W19B build/recovery rounds,W18 phase mapping retained as background only; not modified by W19
parboil,Parboil,parboil_mri_fhd,parboil_mri_fhd,mri-fhd,default,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-fhd,unknown,unknown,unknown,unknown,generated_by_run_full_suite_matrix,placeholder_unavailable,source_available_missing_binary,missing_binary,missing_or_unverified_data,unknown,not_run,unknown,unknown,1800,0,0,none,not_applicable,no verified executable binary,try W19B build/recovery rounds,W18 phase mapping retained as background only; not modified by W19
parboil,Parboil,parboil_mri_gridding,parboil_mri_gridding,mri-gridding,default,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-gridding,unknown,unknown,unknown,unknown,generated_by_run_full_suite_matrix,placeholder_unavailable,source_available_missing_binary,missing_binary,missing_or_unverified_data,unknown,not_run,unknown,unknown,1800,0,1,mrig_1;mrig_2;mrig_3,inferred_order_or_existing,no verified executable binary,try W19B build/recovery rounds,W18 phase mapping retained as background only; not modified by W19
parboil,Parboil,parboil_mri_q,parboil_mri_q,mri-q,default,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-q,/workspace/repos/gpgpu-workloads/suites/parboil-wrapper/mri-q/mri-q,/workspace/repos/gpgpu-workloads/suites/parboil-wrapper/mri-q/data,unknown,cd /workspace/repos/gpgpu-workloads/suites/parboil-wrapper/mri-q && source /workspace/repos/load_gpgpusim.sh && ./mri-q -i data/tiny.bin 32,generated_by_run_full_suite_matrix,ready,ready,ready_existing_manifest,data_available,command_verified,completed_explicit_pass,explicit_pass,tiny,1800,1,1,mri_q,inferred_order_or_existing,none,dry-run and smoke through W19C/W19D wrapper,W18 phase mapping retained as background only; not modified by W19
parboil,Parboil,parboil_pns,parboil_pns,pns,default,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/pns,unknown,unknown,unknown,unknown,generated_by_run_full_suite_matrix,placeholder_unavailable,source_available_missing_binary,missing_binary,missing_or_unverified_data,unknown,not_run,unknown,unknown,1800,0,0,none,not_applicable,no verified executable binary,try W19B build/recovery rounds,W18 phase mapping retained as background only; not modified by W19
parboil,Parboil,parboil_rpes,parboil_rpes,rpes,default,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/rpes,unknown,unknown,unknown,unknown,generated_by_run_full_suite_matrix,placeholder_unavailable,source_available_missing_binary,missing_binary,missing_or_unverified_data,unknown,not_run,unknown,unknown,1800,0,0,none,not_applicable,no verified executable binary,try W19B build/recovery rounds,W18 phase mapping retained as background only; not modified by W19
parboil,Parboil,parboil_sad,parboil_sad,sad,default,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/sad,unknown,unknown,unknown,unknown,generated_by_run_full_suite_matrix,placeholder_unavailable,source_available_missing_binary,missing_binary,missing_or_unverified_data,unknown,not_run,unknown,unknown,1800,0,1,sad_1;sad_2,inferred_order_or_existing,no verified executable binary,try W19B build/recovery rounds,W18 phase mapping retained as background only; not modified by W19
parboil,Parboil,parboil_sgemm,parboil_sgemm,sgemm,default,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/sgemm,/workspace/repos/gpgpu-workloads/suites/parboil-wrapper/sgemm/sgemm,/workspace/repos/gpgpu-workloads/suites/parboil-wrapper/sgemm/data,unknown,cd /workspace/repos/gpgpu-workloads/suites/parboil-wrapper/sgemm && source /workspace/repos/load_gpgpusim.sh && bash run_gpgpusim.sh,generated_by_run_full_suite_matrix,ready,ready,ready_existing_manifest,data_available,command_verified,completed_explicit_pass,explicit_pass,tiny,1800,1,1,sgemm,inferred_order_or_existing,none,dry-run and smoke through W19C/W19D wrapper,W18 phase mapping retained as background only; not modified by W19
parboil,Parboil,parboil_simple_mm,parboil_simple_mm,simple_mm,default,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/simple_mm,unknown,unknown,unknown,unknown,generated_by_run_full_suite_matrix,placeholder_unavailable,source_available_missing_binary,missing_binary,missing_or_unverified_data,unknown,not_run,unknown,unknown,1800,0,0,none,not_applicable,no verified executable binary,try W19B build/recovery rounds,W18 phase mapping retained as background only; not modified by W19
parboil,Parboil,parboil_spmv,parboil_spmv,spmv,default,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/spmv,/workspace/repos/gpgpu-workloads/suites/parboil-wrapper/spmv/spmv,/workspace/repos/gpgpu-workloads/suites/parboil-wrapper/spmv/data,unknown,cd /workspace/repos/gpgpu-workloads/suites/parboil-wrapper/spmv && source /workspace/repos/load_gpgpusim.sh && bash run_gpgpusim.sh,generated_by_run_full_suite_matrix,ready,ready,ready_existing_manifest,data_available,command_verified,completed_explicit_pass,explicit_pass,tiny,1800,1,1,spmv,inferred_order_or_existing,none,dry-run and smoke through W19C/W19D wrapper,W18 phase mapping retained as background only; not modified by W19
parboil,Parboil,parboil_stencil,parboil_stencil,stencil,default,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/stencil,/workspace/repos/gpgpu-workloads/suites/parboil-wrapper/stencil/stencil,/workspace/repos/gpgpu-workloads/suites/parboil-wrapper/stencil/data,unknown,cd /workspace/repos/gpgpu-workloads/suites/parboil-wrapper/stencil && source /workspace/repos/load_gpgpusim.sh && ./stencil -i data/tiny.bin 8 8 8 1,generated_by_run_full_suite_matrix,ready,ready,ready_existing_manifest,data_available,command_verified,completed_explicit_pass,explicit_pass,tiny,1800,1,1,stencil,inferred_order_or_existing,none,dry-run and smoke through W19C/W19D wrapper,W18 phase mapping retained as background only; not modified by W19
parboil,Parboil,parboil_tpacf,parboil_tpacf,tpacf,default,/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/tpacf,unknown,unknown,unknown,unknown,generated_by_run_full_suite_matrix,placeholder_unavailable,source_available_missing_binary,missing_binary,missing_or_unverified_data,unknown,not_run,unknown,unknown,1800,0,1,tpacf,inferred_order_or_existing,no verified executable binary,try W19B build/recovery rounds,W18 phase mapping retained as background only; not modified by W19
