phase,suite_id,app_id,benchmark_name,attempt_round,strategy,work_dir,command,exit_code,timeout,log_path,result_status,binary_candidates,binary_ready,blocker_before,blocker_after,notes
W21B,rodinia,rodinia_myocyte,myocyte,round1,rodinia_make_sm70_vars,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/myocyte,"make clean >/dev/null 2>&1 || true; make NVCCFLAGS=""-arch=sm_70 -allow-unsupported-compiler"" CUDA_FLAG=""-arch=sm_70 -allow-unsupported-compiler"" KERNEL_DIM=""""",0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_rodinia_myocyte_round1_rodinia_make_sm70_vars.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/myocyte/myocyte.out;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/myocyte/Makefile;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/myocyte/run,3,W19 smoke failed: nonzero_no_stats,binary_ready,override common CUDA arch variables
W21B,rodinia,rodinia_myocyte,myocyte,round2,rodinia_make_cuda_paths,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/myocyte,make clean >/dev/null 2>&1 || true; make CUDA_DIR=/usr/local/cuda CUDA_INSTALL_PATH=/usr/local/cuda CXX=g++ CC=gcc NVCC=/usr/local/cuda/bin/nvcc,0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_rodinia_myocyte_round2_rodinia_make_cuda_paths.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/myocyte/myocyte.out;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/myocyte/Makefile;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/myocyte/run,3,W19 smoke failed: nonzero_no_stats,binary_ready,explicit CUDA path/toolchain build
W21B,rodinia,rodinia_nn,nn,round1,rodinia_make_sm70_vars,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/nn,"make clean >/dev/null 2>&1 || true; make NVCCFLAGS=""-arch=sm_70 -allow-unsupported-compiler"" CUDA_FLAG=""-arch=sm_70 -allow-unsupported-compiler"" KERNEL_DIM=""""",0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_rodinia_nn_round1_rodinia_make_sm70_vars.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/nn/nn;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/nn/run;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/nn/hurricane_gen,3,W19 smoke failed: nonzero_no_stats,binary_ready,override common CUDA arch variables
W21B,rodinia,rodinia_nn,nn,round2,rodinia_make_cuda_paths,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/nn,make clean >/dev/null 2>&1 || true; make CUDA_DIR=/usr/local/cuda CUDA_INSTALL_PATH=/usr/local/cuda CXX=g++ CC=gcc NVCC=/usr/local/cuda/bin/nvcc,2,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_rodinia_nn_round2_rodinia_make_cuda_paths.log,fail,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/nn/nn;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/nn/run,1,W19 smoke failed: nonzero_no_stats,binary_ready,explicit CUDA path/toolchain build
W21B,rodinia,rodinia_particlefilter,particlefilter,round1,rodinia_make_sm70_vars,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter,"make clean >/dev/null 2>&1 || true; make NVCCFLAGS=""-arch=sm_70 -allow-unsupported-compiler"" CUDA_FLAG=""-arch=sm_70 -allow-unsupported-compiler"" KERNEL_DIM=""""",2,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_rodinia_particlefilter_round1_rodinia_make_sm70_vars.log,fail,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/particlefilter;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/particle_filter;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/ex_particle_CUDA_naive_seq;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/ex_particle_CUDA_float_seq;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/README.txt;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/Makefile;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/run,3,no verified executable binary,binary_ready,override common CUDA arch variables
W21B,rodinia,rodinia_particlefilter,particlefilter,round2,rodinia_make_cuda_paths,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter,make clean >/dev/null 2>&1 || true; make CUDA_DIR=/usr/local/cuda CUDA_INSTALL_PATH=/usr/local/cuda CXX=g++ CC=gcc NVCC=/usr/local/cuda/bin/nvcc,2,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_rodinia_particlefilter_round2_rodinia_make_cuda_paths.log,fail,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/particlefilter;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/particle_filter;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/ex_particle_CUDA_naive_seq;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/ex_particle_CUDA_float_seq;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/README.txt;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/Makefile;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/particlefilter/run,3,no verified executable binary,binary_ready,explicit CUDA path/toolchain build
W21B,rodinia,rodinia_streamcluster,streamcluster,round1,rodinia_make_sm70_vars,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster,"make clean >/dev/null 2>&1 || true; make NVCCFLAGS=""-arch=sm_70 -allow-unsupported-compiler"" CUDA_FLAG=""-arch=sm_70 -allow-unsupported-compiler"" KERNEL_DIM=""""",0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_rodinia_streamcluster_round1_rodinia_make_sm70_vars.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster/sc_gpu;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster/Makefile;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster/run;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster/Makefile_nvidia,4,W19 smoke failed: nonzero_no_stats,binary_ready,override common CUDA arch variables
W21B,rodinia,rodinia_streamcluster,streamcluster,round2,rodinia_make_cuda_paths,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster,make clean >/dev/null 2>&1 || true; make CUDA_DIR=/usr/local/cuda CUDA_INSTALL_PATH=/usr/local/cuda CXX=g++ CC=gcc NVCC=/usr/local/cuda/bin/nvcc,0,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_rodinia_streamcluster_round2_rodinia_make_cuda_paths.log,pass,/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster/sc_gpu;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster/Makefile;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster/run;/workspace/repos/gpgpu-workloads/suites/rodinia/cuda/streamcluster/Makefile_nvidia,4,W19 smoke failed: nonzero_no_stats,binary_ready,explicit CUDA path/toolchain build
W21B,parboil,parboil_bfs,bfs,round1,parboil_direct_make_sm70,/workspace/repos/gpgpu-workloads/suites/parboil,"mkdir -p /workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/bfs/build/cuda_sm70 && make -f /workspace/repos/gpgpu-workloads/suites/parboil/common/mk/Makefile build SRCDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/bfs/src/cuda BUILDDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/bfs/build/cuda_sm70 BIN=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/bfs/build/cuda_sm70/bfs PLATFORM=default PARBOIL_ROOT=/workspace/repos/gpgpu-workloads/suites/parboil BUILD=cuda PLATFORM_CUDACFLAGS=""-arch=sm_70 -allow-unsupported-compiler"" APP_CUDACFLAGS+="" -arch=sm_70 -allow-unsupported-compiler""",2,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_parboil_bfs_round1_parboil_direct_make_sm70.log,fail,,0,no verified executable binary,fail,CUDA 11 compatible sm_70 build
W21B,parboil,parboil_bfs,bfs,round2,parboil_direct_make_cuda_base_sm70,/workspace/repos/gpgpu-workloads/suites/parboil,"mkdir -p /workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/bfs/build/cuda_base_sm70 && make -f /workspace/repos/gpgpu-workloads/suites/parboil/common/mk/Makefile build SRCDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/bfs/src/cuda_base BUILDDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/bfs/build/cuda_base_sm70 BIN=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/bfs/build/cuda_base_sm70/bfs PLATFORM=default PARBOIL_ROOT=/workspace/repos/gpgpu-workloads/suites/parboil BUILD=cuda_base PLATFORM_CUDACFLAGS=""-arch=sm_70 -allow-unsupported-compiler"" APP_CUDACFLAGS+="" -arch=sm_70 -allow-unsupported-compiler""",2,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_parboil_bfs_round2_parboil_direct_make_cuda_base_sm70.log,fail,,0,no verified executable binary,fail,CUDA base fallback with sm_70
W21B,parboil,parboil_cp,cp,round1,parboil_direct_make_sm70,/workspace/repos/gpgpu-workloads/suites/parboil,"mkdir -p /workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/cp/build/cuda_sm70 && make -f /workspace/repos/gpgpu-workloads/suites/parboil/common/mk/Makefile build SRCDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/cp/src/cuda BUILDDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/cp/build/cuda_sm70 BIN=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/cp/build/cuda_sm70/cp PLATFORM=default PARBOIL_ROOT=/workspace/repos/gpgpu-workloads/suites/parboil BUILD=cuda PLATFORM_CUDACFLAGS=""-arch=sm_70 -allow-unsupported-compiler"" APP_CUDACFLAGS+="" -arch=sm_70 -allow-unsupported-compiler""",2,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_parboil_cp_round1_parboil_direct_make_sm70.log,fail,,0,no verified executable binary,fail,CUDA 11 compatible sm_70 build
W21B,parboil,parboil_cp,cp,round2,parboil_direct_make_cuda_base_sm70,/workspace/repos/gpgpu-workloads/suites/parboil,"mkdir -p /workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/cp/build/cuda_base_sm70 && make -f /workspace/repos/gpgpu-workloads/suites/parboil/common/mk/Makefile build SRCDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/cp/src/cuda_base BUILDDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/cp/build/cuda_base_sm70 BIN=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/cp/build/cuda_base_sm70/cp PLATFORM=default PARBOIL_ROOT=/workspace/repos/gpgpu-workloads/suites/parboil BUILD=cuda_base PLATFORM_CUDACFLAGS=""-arch=sm_70 -allow-unsupported-compiler"" APP_CUDACFLAGS+="" -arch=sm_70 -allow-unsupported-compiler""",2,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_parboil_cp_round2_parboil_direct_make_cuda_base_sm70.log,fail,,0,no verified executable binary,fail,CUDA base fallback with sm_70
W21B,parboil,parboil_cutcp,cutcp,round1,parboil_direct_make_sm70,/workspace/repos/gpgpu-workloads/suites/parboil,"mkdir -p /workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/cutcp/build/cuda_sm70 && make -f /workspace/repos/gpgpu-workloads/suites/parboil/common/mk/Makefile build SRCDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/cutcp/src/cuda BUILDDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/cutcp/build/cuda_sm70 BIN=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/cutcp/build/cuda_sm70/cutcp PLATFORM=default PARBOIL_ROOT=/workspace/repos/gpgpu-workloads/suites/parboil BUILD=cuda PLATFORM_CUDACFLAGS=""-arch=sm_70 -allow-unsupported-compiler"" APP_CUDACFLAGS+="" -arch=sm_70 -allow-unsupported-compiler""",2,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_parboil_cutcp_round1_parboil_direct_make_sm70.log,fail,,0,no verified executable binary,fail,CUDA 11 compatible sm_70 build
W21B,parboil,parboil_cutcp,cutcp,round2,parboil_direct_make_cuda_base_sm70,/workspace/repos/gpgpu-workloads/suites/parboil,"mkdir -p /workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/cutcp/build/cuda_base_sm70 && make -f /workspace/repos/gpgpu-workloads/suites/parboil/common/mk/Makefile build SRCDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/cutcp/src/cuda_base BUILDDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/cutcp/build/cuda_base_sm70 BIN=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/cutcp/build/cuda_base_sm70/cutcp PLATFORM=default PARBOIL_ROOT=/workspace/repos/gpgpu-workloads/suites/parboil BUILD=cuda_base PLATFORM_CUDACFLAGS=""-arch=sm_70 -allow-unsupported-compiler"" APP_CUDACFLAGS+="" -arch=sm_70 -allow-unsupported-compiler""",2,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_parboil_cutcp_round2_parboil_direct_make_cuda_base_sm70.log,fail,,0,no verified executable binary,fail,CUDA base fallback with sm_70
W21B,parboil,parboil_fft,fft,round1,parboil_direct_make_sm70,/workspace/repos/gpgpu-workloads/suites/parboil,"mkdir -p /workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/fft/build/cuda_sm70 && make -f /workspace/repos/gpgpu-workloads/suites/parboil/common/mk/Makefile build SRCDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/fft/src/cuda BUILDDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/fft/build/cuda_sm70 BIN=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/fft/build/cuda_sm70/fft PLATFORM=default PARBOIL_ROOT=/workspace/repos/gpgpu-workloads/suites/parboil BUILD=cuda PLATFORM_CUDACFLAGS=""-arch=sm_70 -allow-unsupported-compiler"" APP_CUDACFLAGS+="" -arch=sm_70 -allow-unsupported-compiler""",2,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_parboil_fft_round1_parboil_direct_make_sm70.log,fail,,0,no verified executable binary,fail,CUDA 11 compatible sm_70 build
W21B,parboil,parboil_fft,fft,round2,parboil_direct_make_cuda_base_sm70,/workspace/repos/gpgpu-workloads/suites/parboil,"mkdir -p /workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/fft/build/cuda_base_sm70 && make -f /workspace/repos/gpgpu-workloads/suites/parboil/common/mk/Makefile build SRCDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/fft/src/cuda_base BUILDDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/fft/build/cuda_base_sm70 BIN=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/fft/build/cuda_base_sm70/fft PLATFORM=default PARBOIL_ROOT=/workspace/repos/gpgpu-workloads/suites/parboil BUILD=cuda_base PLATFORM_CUDACFLAGS=""-arch=sm_70 -allow-unsupported-compiler"" APP_CUDACFLAGS+="" -arch=sm_70 -allow-unsupported-compiler""",2,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_parboil_fft_round2_parboil_direct_make_cuda_base_sm70.log,fail,,0,no verified executable binary,fail,CUDA base fallback with sm_70
W21B,parboil,parboil_imghisto,imghisto,round1,parboil_direct_make_sm70,/workspace/repos/gpgpu-workloads/suites/parboil,"mkdir -p /workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/imghisto/build/cuda_sm70 && make -f /workspace/repos/gpgpu-workloads/suites/parboil/common/mk/Makefile build SRCDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/imghisto/src/cuda BUILDDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/imghisto/build/cuda_sm70 BIN=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/imghisto/build/cuda_sm70/imghisto PLATFORM=default PARBOIL_ROOT=/workspace/repos/gpgpu-workloads/suites/parboil BUILD=cuda PLATFORM_CUDACFLAGS=""-arch=sm_70 -allow-unsupported-compiler"" APP_CUDACFLAGS+="" -arch=sm_70 -allow-unsupported-compiler""",2,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_parboil_imghisto_round1_parboil_direct_make_sm70.log,fail,,0,no verified executable binary,fail,CUDA 11 compatible sm_70 build
W21B,parboil,parboil_imghisto,imghisto,round2,parboil_direct_make_cuda_base_sm70,/workspace/repos/gpgpu-workloads/suites/parboil,"mkdir -p /workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/imghisto/build/cuda_base_sm70 && make -f /workspace/repos/gpgpu-workloads/suites/parboil/common/mk/Makefile build SRCDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/imghisto/src/cuda_base BUILDDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/imghisto/build/cuda_base_sm70 BIN=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/imghisto/build/cuda_base_sm70/imghisto PLATFORM=default PARBOIL_ROOT=/workspace/repos/gpgpu-workloads/suites/parboil BUILD=cuda_base PLATFORM_CUDACFLAGS=""-arch=sm_70 -allow-unsupported-compiler"" APP_CUDACFLAGS+="" -arch=sm_70 -allow-unsupported-compiler""",2,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_parboil_imghisto_round2_parboil_direct_make_cuda_base_sm70.log,fail,,0,no verified executable binary,fail,CUDA base fallback with sm_70
W21B,parboil,parboil_lbm,lbm,round1,parboil_direct_make_sm70,/workspace/repos/gpgpu-workloads/suites/parboil,"mkdir -p /workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/lbm/build/cuda_sm70 && make -f /workspace/repos/gpgpu-workloads/suites/parboil/common/mk/Makefile build SRCDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/lbm/src/cuda BUILDDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/lbm/build/cuda_sm70 BIN=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/lbm/build/cuda_sm70/lbm PLATFORM=default PARBOIL_ROOT=/workspace/repos/gpgpu-workloads/suites/parboil BUILD=cuda PLATFORM_CUDACFLAGS=""-arch=sm_70 -allow-unsupported-compiler"" APP_CUDACFLAGS+="" -arch=sm_70 -allow-unsupported-compiler""",2,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_parboil_lbm_round1_parboil_direct_make_sm70.log,fail,,0,no verified executable binary,fail,CUDA 11 compatible sm_70 build
W21B,parboil,parboil_lbm,lbm,round2,parboil_direct_make_cuda_base_sm70,/workspace/repos/gpgpu-workloads/suites/parboil,"mkdir -p /workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/lbm/build/cuda_base_sm70 && make -f /workspace/repos/gpgpu-workloads/suites/parboil/common/mk/Makefile build SRCDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/lbm/src/cuda_base BUILDDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/lbm/build/cuda_base_sm70 BIN=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/lbm/build/cuda_base_sm70/lbm PLATFORM=default PARBOIL_ROOT=/workspace/repos/gpgpu-workloads/suites/parboil BUILD=cuda_base PLATFORM_CUDACFLAGS=""-arch=sm_70 -allow-unsupported-compiler"" APP_CUDACFLAGS+="" -arch=sm_70 -allow-unsupported-compiler""",2,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_parboil_lbm_round2_parboil_direct_make_cuda_base_sm70.log,fail,,0,no verified executable binary,fail,CUDA base fallback with sm_70
W21B,parboil,parboil_mri_fhd,mri-fhd,round1,parboil_direct_make_sm70,/workspace/repos/gpgpu-workloads/suites/parboil,"mkdir -p /workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-fhd/build/cuda_sm70 && make -f /workspace/repos/gpgpu-workloads/suites/parboil/common/mk/Makefile build SRCDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-fhd/src/cuda BUILDDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-fhd/build/cuda_sm70 BIN=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-fhd/build/cuda_sm70/mri-fhd PLATFORM=default PARBOIL_ROOT=/workspace/repos/gpgpu-workloads/suites/parboil BUILD=cuda PLATFORM_CUDACFLAGS=""-arch=sm_70 -allow-unsupported-compiler"" APP_CUDACFLAGS+="" -arch=sm_70 -allow-unsupported-compiler""",2,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_parboil_mri_fhd_round1_parboil_direct_make_sm70.log,fail,,0,no verified executable binary,fail,CUDA 11 compatible sm_70 build
W21B,parboil,parboil_mri_fhd,mri-fhd,round2,parboil_direct_make_cuda_base_sm70,/workspace/repos/gpgpu-workloads/suites/parboil,"mkdir -p /workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-fhd/build/cuda_base_sm70 && make -f /workspace/repos/gpgpu-workloads/suites/parboil/common/mk/Makefile build SRCDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-fhd/src/cuda_base BUILDDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-fhd/build/cuda_base_sm70 BIN=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-fhd/build/cuda_base_sm70/mri-fhd PLATFORM=default PARBOIL_ROOT=/workspace/repos/gpgpu-workloads/suites/parboil BUILD=cuda_base PLATFORM_CUDACFLAGS=""-arch=sm_70 -allow-unsupported-compiler"" APP_CUDACFLAGS+="" -arch=sm_70 -allow-unsupported-compiler""",2,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_parboil_mri_fhd_round2_parboil_direct_make_cuda_base_sm70.log,fail,,0,no verified executable binary,fail,CUDA base fallback with sm_70
W21B,parboil,parboil_mri_gridding,mri-gridding,round1,parboil_direct_make_sm70,/workspace/repos/gpgpu-workloads/suites/parboil,"mkdir -p /workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-gridding/build/cuda_sm70 && make -f /workspace/repos/gpgpu-workloads/suites/parboil/common/mk/Makefile build SRCDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-gridding/src/cuda BUILDDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-gridding/build/cuda_sm70 BIN=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-gridding/build/cuda_sm70/mri-gridding PLATFORM=default PARBOIL_ROOT=/workspace/repos/gpgpu-workloads/suites/parboil BUILD=cuda PLATFORM_CUDACFLAGS=""-arch=sm_70 -allow-unsupported-compiler"" APP_CUDACFLAGS+="" -arch=sm_70 -allow-unsupported-compiler""",2,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_parboil_mri_gridding_round1_parboil_direct_make_sm70.log,fail,,0,no verified executable binary,fail,CUDA 11 compatible sm_70 build
W21B,parboil,parboil_mri_gridding,mri-gridding,round2,parboil_direct_make_cuda_base_sm70,/workspace/repos/gpgpu-workloads/suites/parboil,"mkdir -p /workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-gridding/build/cuda_base_sm70 && make -f /workspace/repos/gpgpu-workloads/suites/parboil/common/mk/Makefile build SRCDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-gridding/src/cuda BUILDDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-gridding/build/cuda_base_sm70 BIN=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/mri-gridding/build/cuda_base_sm70/mri-gridding PLATFORM=default PARBOIL_ROOT=/workspace/repos/gpgpu-workloads/suites/parboil BUILD=cuda_base PLATFORM_CUDACFLAGS=""-arch=sm_70 -allow-unsupported-compiler"" APP_CUDACFLAGS+="" -arch=sm_70 -allow-unsupported-compiler""",2,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_parboil_mri_gridding_round2_parboil_direct_make_cuda_base_sm70.log,fail,,0,no verified executable binary,fail,CUDA base fallback with sm_70
W21B,parboil,parboil_pns,pns,round1,parboil_direct_make_sm70,/workspace/repos/gpgpu-workloads/suites/parboil,"mkdir -p /workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/pns/build/cuda_sm70 && make -f /workspace/repos/gpgpu-workloads/suites/parboil/common/mk/Makefile build SRCDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/pns/src/cuda BUILDDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/pns/build/cuda_sm70 BIN=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/pns/build/cuda_sm70/pns PLATFORM=default PARBOIL_ROOT=/workspace/repos/gpgpu-workloads/suites/parboil BUILD=cuda PLATFORM_CUDACFLAGS=""-arch=sm_70 -allow-unsupported-compiler"" APP_CUDACFLAGS+="" -arch=sm_70 -allow-unsupported-compiler""",2,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_parboil_pns_round1_parboil_direct_make_sm70.log,fail,,0,no verified executable binary,fail,CUDA 11 compatible sm_70 build
W21B,parboil,parboil_pns,pns,round2,parboil_direct_make_cuda_base_sm70,/workspace/repos/gpgpu-workloads/suites/parboil,"mkdir -p /workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/pns/build/cuda_base_sm70 && make -f /workspace/repos/gpgpu-workloads/suites/parboil/common/mk/Makefile build SRCDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/pns/src/cuda BUILDDIR=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/pns/build/cuda_base_sm70 BIN=/workspace/repos/gpgpu-workloads/suites/parboil/benchmarks/pns/build/cuda_base_sm70/pns PLATFORM=default PARBOIL_ROOT=/workspace/repos/gpgpu-workloads/suites/parboil BUILD=cuda_base PLATFORM_CUDACFLAGS=""-arch=sm_70 -allow-unsupported-compiler"" APP_CUDACFLAGS+="" -arch=sm_70 -allow-unsupported-compiler""",2,0,/workspace/tmp/mascar_w21_blocker_logs_20260605_162504/W21B_parboil_pns_round2_parboil_direct_make_cuda_base_sm70.log,fail,,0,no verified executable binary,fail,CUDA base fallback with sm_70
