run_id,config_id,config_path,paper_id,paper_name,paper_type,wrapper_path,wrapper_status,run_dir,timeout_sec,exit_code,timeout,result_status_prelim,start_iso,end_iso,elapsed_sec,notes
"baseline_off__srad_2","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","srad_2","srad-2","M","experiments/paper-mascar/workloads/wrappers/run_srad_2.sh","placeholder_phase_unknown","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/baseline_off/srad_2","1200","0","0","completed_exit0","2026-06-04T20:26:04+08:00","2026-06-04T20:26:04+08:00","0","Local SRAD app exists but srad-2 phase mapping is unresolved"
"baseline_off__bp_1","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","bp_1","BP-1","C","experiments/paper-mascar/workloads/wrappers/run_bp_1.sh","placeholder_phase_unknown","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/baseline_off/bp_1","1200","0","0","completed_exit0","2026-06-04T20:26:04+08:00","2026-06-04T20:26:04+08:00","0","Local backprop app exists but BP-1 phase mapping is unresolved"
"baseline_off__cutcp","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","cutcp","cutcp","C","experiments/paper-mascar/workloads/wrappers/run_cutcp.sh","placeholder_missing_binary","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/baseline_off/cutcp","1200","0","0","completed_exit0","2026-06-04T20:26:04+08:00","2026-06-04T20:26:04+08:00","0","Raw Parboil cutcp source exists but no local runnable wrapper or binary"
"baseline_off__histo_2","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","histo_2","histo-2","C","experiments/paper-mascar/workloads/wrappers/run_histo_2.sh","placeholder_phase_unknown","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/baseline_off/histo_2","1200","0","0","completed_exit0","2026-06-04T20:26:04+08:00","2026-06-04T20:26:04+08:00","0","Local histo app exists but histo-2 phase mapping is unresolved"
"baseline_off__histogram","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","histogram","histogram","C","experiments/paper-mascar/workloads/wrappers/run_histogram.sh","placeholder_missing_source","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/baseline_off/histogram","1200","0","0","completed_exit0","2026-06-04T20:26:04+08:00","2026-06-04T20:26:04+08:00","0","No local histogram source or wrapper"
"baseline_off__kmeans_2","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","kmeans_2","kmeans-2","C","experiments/paper-mascar/workloads/wrappers/run_kmeans_2.sh","placeholder_phase_unknown","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/baseline_off/kmeans_2","1200","0","0","completed_exit0","2026-06-04T20:26:04+08:00","2026-06-04T20:26:04+08:00","0","Local kmeans app exists but kmeans-2 phase mapping is unresolved"
"baseline_off__lavamd","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","lavamd","lavaMD","C","experiments/paper-mascar/workloads/wrappers/run_lavamd.sh","placeholder_missing_binary","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/baseline_off/lavamd","1200","0","0","completed_exit0","2026-06-04T20:26:04+08:00","2026-06-04T20:26:04+08:00","0","Raw Rodinia lavaMD source exists but no local runnable wrapper or binary"
"baseline_off__leuko_2","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","leuko_2","leuko-2","C","experiments/paper-mascar/workloads/wrappers/run_leuko_2.sh","placeholder_missing_binary","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/baseline_off/leuko_2","1200","0","0","completed_exit0","2026-06-04T20:26:04+08:00","2026-06-04T20:26:04+08:00","0","Raw Rodinia leukocyte source exists but no local runnable wrapper or binary"
"baseline_off__leuko_3","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","leuko_3","leuko-3","C","experiments/paper-mascar/workloads/wrappers/run_leuko_3.sh","placeholder_missing_binary","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/baseline_off/leuko_3","1200","0","0","completed_exit0","2026-06-04T20:26:04+08:00","2026-06-04T20:26:04+08:00","0","Raw Rodinia leukocyte source exists but no local runnable wrapper or binary"
"baseline_off__mri_q","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","mri_q","mri-q","C","experiments/paper-mascar/workloads/wrappers/run_mri_q.sh","ready","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/baseline_off/mri_q","1200","0","0","completed_exit0","2026-06-04T20:26:04+08:00","2026-06-04T20:26:04+08:00","0","Local Parboil mri-q tiny wrapper"
"baseline_off__mrig_3","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","mrig_3","mrig-3","C","experiments/paper-mascar/workloads/wrappers/run_mrig_3.sh","placeholder_missing_binary","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/baseline_off/mrig_3","1200","0","0","completed_exit0","2026-06-04T20:26:04+08:00","2026-06-04T20:26:04+08:00","0","Raw Parboil mri-gridding source exists but no local runnable wrapper or binary"
"baseline_off__pathfinder","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","pathfinder","pathfinder","C","experiments/paper-mascar/workloads/wrappers/run_pathfinder.sh","ready","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/baseline_off/pathfinder","1200","0","0","completed_exit0","2026-06-04T20:26:04+08:00","2026-06-04T20:26:04+08:00","0","Local Rodinia pathfinder tiny wrapper"
"baseline_off__sad_1","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","sad_1","sad-1","C","experiments/paper-mascar/workloads/wrappers/run_sad_1.sh","placeholder_missing_binary","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/baseline_off/sad_1","1200","0","0","completed_exit0","2026-06-04T20:26:04+08:00","2026-06-04T20:26:04+08:00","0","Raw Parboil sad source exists but no local runnable wrapper or binary"
"baseline_off__sgemm","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","sgemm","sgemm","C","experiments/paper-mascar/workloads/wrappers/run_sgemm.sh","ready","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/baseline_off/sgemm","1200","0","0","completed_exit0","2026-06-04T20:26:04+08:00","2026-06-04T20:26:04+08:00","0","Local Parboil SGEMM tiny wrapper"
"baseline_off__stencil","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","stencil","stencil","C","experiments/paper-mascar/workloads/wrappers/run_stencil.sh","ready","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/baseline_off/stencil","1200","0","0","completed_exit0","2026-06-04T20:26:05+08:00","2026-06-04T20:26:05+08:00","0","Local Parboil stencil tiny wrapper"
"baseline_off__tpacf","baseline_off","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_baseline_off","tpacf","tpacf","C","experiments/paper-mascar/workloads/wrappers/run_tpacf.sh","placeholder_missing_binary","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/baseline_off/tpacf","1200","0","0","completed_exit0","2026-06-04T20:26:05+08:00","2026-06-04T20:26:05+08:00","0","Raw Parboil tpacf source exists but no local runnable wrapper or binary"
"m4_reexec_load__bp_2","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","bp_2","BP-2","M","experiments/paper-mascar/workloads/wrappers/run_bp_2.sh","placeholder_phase_unknown","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/bp_2","1200","0","0","completed_exit0","2026-06-04T20:26:05+08:00","2026-06-04T20:26:05+08:00","0","Local backprop app exists but BP-2 phase mapping is unresolved"
"m4_reexec_load__bfs","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","bfs","bfs","M","experiments/paper-mascar/workloads/wrappers/run_bfs.sh","ready","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/bfs","1200","0","0","completed_exit0","2026-06-04T20:26:05+08:00","2026-06-04T20:26:05+08:00","0","Local Rodinia BFS tiny wrapper"
"m4_reexec_load__histo_1","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","histo_1","histo-1","M","experiments/paper-mascar/workloads/wrappers/run_histo_1.sh","placeholder_phase_unknown","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/histo_1","1200","0","0","completed_exit0","2026-06-04T20:26:05+08:00","2026-06-04T20:26:05+08:00","0","Local histo app exists but histo-1 phase mapping is unresolved"
"m4_reexec_load__histo_3","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","histo_3","histo-3","M","experiments/paper-mascar/workloads/wrappers/run_histo_3.sh","placeholder_phase_unknown","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/histo_3","1200","0","0","completed_exit0","2026-06-04T20:26:05+08:00","2026-06-04T20:26:05+08:00","0","Local histo app exists but histo-3 phase mapping is unresolved"
"m4_reexec_load__kmeans_1","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","kmeans_1","kmeans-1","M","experiments/paper-mascar/workloads/wrappers/run_kmeans_1.sh","placeholder_phase_unknown","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/kmeans_1","1200","0","0","completed_exit0","2026-06-04T20:26:05+08:00","2026-06-04T20:26:05+08:00","0","Local kmeans app exists but kmeans-1 phase mapping is unresolved"
"m4_reexec_load__lbm","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","lbm","lbm","M","experiments/paper-mascar/workloads/wrappers/run_lbm.sh","placeholder_missing_binary","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/lbm","1200","0","0","completed_exit0","2026-06-04T20:26:05+08:00","2026-06-04T20:26:05+08:00","0","Raw Parboil lbm source exists but no local runnable wrapper or binary"
"m4_reexec_load__leuko_1","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","leuko_1","leuko-1","M","experiments/paper-mascar/workloads/wrappers/run_leuko_1.sh","placeholder_missing_binary","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/leuko_1","1200","0","0","completed_exit0","2026-06-04T20:26:05+08:00","2026-06-04T20:26:05+08:00","0","Raw Rodinia leukocyte source exists but no local runnable wrapper or binary"
"m4_reexec_load__mrig_1","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","mrig_1","mrig-1","M","experiments/paper-mascar/workloads/wrappers/run_mrig_1.sh","placeholder_missing_binary","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/mrig_1","1200","0","0","completed_exit0","2026-06-04T20:26:05+08:00","2026-06-04T20:26:05+08:00","0","Raw Parboil mri-gridding source exists but no local runnable wrapper or binary"
"m4_reexec_load__mrig_2","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","mrig_2","mrig-2","M","experiments/paper-mascar/workloads/wrappers/run_mrig_2.sh","placeholder_missing_binary","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/mrig_2","1200","0","0","completed_exit0","2026-06-04T20:26:05+08:00","2026-06-04T20:26:05+08:00","0","Raw Parboil mri-gridding source exists but no local runnable wrapper or binary"
"m4_reexec_load__mummer","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","mummer","mummer","M","experiments/paper-mascar/workloads/wrappers/run_mummer.sh","placeholder_missing_binary","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/mummer","1200","0","0","completed_exit0","2026-06-04T20:26:05+08:00","2026-06-04T20:26:05+08:00","0","Raw Rodinia mummergpu source exists but no local runnable wrapper or binary"
"m4_reexec_load__particle","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","particle","particle","M","experiments/paper-mascar/workloads/wrappers/run_particle.sh","placeholder_missing_binary","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/particle","1200","0","0","completed_exit0","2026-06-04T20:26:05+08:00","2026-06-04T20:26:05+08:00","0","Raw Rodinia particlefilter source exists but no local runnable wrapper or binary"
"m4_reexec_load__sad_2","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","sad_2","sad-2","M","experiments/paper-mascar/workloads/wrappers/run_sad_2.sh","placeholder_missing_binary","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/sad_2","1200","0","0","completed_exit0","2026-06-04T20:26:05+08:00","2026-06-04T20:26:05+08:00","0","Raw Parboil sad source exists but no local runnable wrapper or binary"
"m4_reexec_load__spmv","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","spmv","spmv","M","experiments/paper-mascar/workloads/wrappers/run_spmv.sh","ready","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/spmv","1200","0","0","completed_exit0","2026-06-04T20:26:05+08:00","2026-06-04T20:26:05+08:00","0","Local Parboil SpMV tiny wrapper"
"m4_reexec_load__srad_1","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","srad_1","srad-1","M","experiments/paper-mascar/workloads/wrappers/run_srad_1.sh","placeholder_phase_unknown","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/srad_1","1200","0","0","completed_exit0","2026-06-04T20:26:05+08:00","2026-06-04T20:26:05+08:00","0","Local SRAD app exists but srad-1 phase mapping is unresolved"
"m4_reexec_load__srad_2","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","srad_2","srad-2","M","experiments/paper-mascar/workloads/wrappers/run_srad_2.sh","placeholder_phase_unknown","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/srad_2","1200","0","0","completed_exit0","2026-06-04T20:26:05+08:00","2026-06-04T20:26:05+08:00","0","Local SRAD app exists but srad-2 phase mapping is unresolved"
"m4_reexec_load__bp_1","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","bp_1","BP-1","C","experiments/paper-mascar/workloads/wrappers/run_bp_1.sh","placeholder_phase_unknown","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/bp_1","1200","0","0","completed_exit0","2026-06-04T20:26:05+08:00","2026-06-04T20:26:05+08:00","0","Local backprop app exists but BP-1 phase mapping is unresolved"
"m4_reexec_load__cutcp","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","cutcp","cutcp","C","experiments/paper-mascar/workloads/wrappers/run_cutcp.sh","placeholder_missing_binary","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/cutcp","1200","0","0","completed_exit0","2026-06-04T20:26:05+08:00","2026-06-04T20:26:06+08:00","1","Raw Parboil cutcp source exists but no local runnable wrapper or binary"
"m4_reexec_load__histo_2","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","histo_2","histo-2","C","experiments/paper-mascar/workloads/wrappers/run_histo_2.sh","placeholder_phase_unknown","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/histo_2","1200","0","0","completed_exit0","2026-06-04T20:26:06+08:00","2026-06-04T20:26:06+08:00","0","Local histo app exists but histo-2 phase mapping is unresolved"
"m4_reexec_load__histogram","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","histogram","histogram","C","experiments/paper-mascar/workloads/wrappers/run_histogram.sh","placeholder_missing_source","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/histogram","1200","0","0","completed_exit0","2026-06-04T20:26:06+08:00","2026-06-04T20:26:06+08:00","0","No local histogram source or wrapper"
"m4_reexec_load__kmeans_2","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","kmeans_2","kmeans-2","C","experiments/paper-mascar/workloads/wrappers/run_kmeans_2.sh","placeholder_phase_unknown","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/kmeans_2","1200","0","0","completed_exit0","2026-06-04T20:26:06+08:00","2026-06-04T20:26:06+08:00","0","Local kmeans app exists but kmeans-2 phase mapping is unresolved"
"m4_reexec_load__lavamd","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","lavamd","lavaMD","C","experiments/paper-mascar/workloads/wrappers/run_lavamd.sh","placeholder_missing_binary","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/lavamd","1200","0","0","completed_exit0","2026-06-04T20:26:06+08:00","2026-06-04T20:26:06+08:00","0","Raw Rodinia lavaMD source exists but no local runnable wrapper or binary"
"m4_reexec_load__leuko_2","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","leuko_2","leuko-2","C","experiments/paper-mascar/workloads/wrappers/run_leuko_2.sh","placeholder_missing_binary","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/leuko_2","1200","0","0","completed_exit0","2026-06-04T20:26:06+08:00","2026-06-04T20:26:06+08:00","0","Raw Rodinia leukocyte source exists but no local runnable wrapper or binary"
"m4_reexec_load__leuko_3","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","leuko_3","leuko-3","C","experiments/paper-mascar/workloads/wrappers/run_leuko_3.sh","placeholder_missing_binary","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/leuko_3","1200","0","0","completed_exit0","2026-06-04T20:26:06+08:00","2026-06-04T20:26:06+08:00","0","Raw Rodinia leukocyte source exists but no local runnable wrapper or binary"
"m4_reexec_load__mri_q","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","mri_q","mri-q","C","experiments/paper-mascar/workloads/wrappers/run_mri_q.sh","ready","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/mri_q","1200","0","0","completed_exit0","2026-06-04T20:26:06+08:00","2026-06-04T20:26:06+08:00","0","Local Parboil mri-q tiny wrapper"
"m4_reexec_load__mrig_3","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","mrig_3","mrig-3","C","experiments/paper-mascar/workloads/wrappers/run_mrig_3.sh","placeholder_missing_binary","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/mrig_3","1200","0","0","completed_exit0","2026-06-04T20:26:06+08:00","2026-06-04T20:26:06+08:00","0","Raw Parboil mri-gridding source exists but no local runnable wrapper or binary"
"m4_reexec_load__pathfinder","m4_reexec_load","/workspace/repos/gpgpu-sim_distribution/configs/hrl-repro/SM7_QV100_mascar_m4_reexec_load_on","pathfinder","pathfinder","C","experiments/paper-mascar/workloads/wrappers/run_pathfinder.sh","ready","experiments/paper-mascar/workloads/results/w3_dryrun_matrix/runs/m4_reexec_load/pathfinder","1200","0","0","completed_exit0","2026-06-04T20:26:06+08:00","2026-06-04T20:26:06+08:00","0","Local Rodinia pathfinder tiny wrapper"
