run_id,config_id,paper_id,paper_name,paper_type,wrapper_status,run_dir,exit_code,timeout,result_status_prelim,classification,has_stats,explicit_pass,gpu_tot_sim_cycle,gpu_tot_ipc,gpu_tot_sim_insn,paper_mascar_l1_sat_sample,paper_mascar_l1_sat_sample_saturated,paper_mascar_m2_ep_cycles,paper_mascar_m2_mp_cycles,paper_mascar_m2_owner_acquire,paper_mascar_m2_nonowner_mem_block,paper_mascar_m3_hitonly_access_attempt,paper_mascar_m3_hitonly_access_hit,paper_mascar_m3_hitonly_access_nack,paper_mascar_m3_probe_attempt,paper_mascar_m3_probe_hit,paper_mascar_m3_probe_nack,paper_mascar_m3_probe_skip_not_mp,paper_mascar_m3_probe_skip_no_owner,paper_mascar_m3_probe_skip_owner,paper_mascar_m3_probe_skip_nonload,paper_mascar_m3_nonowner_lsu_probe_allowed,paper_mascar_m3_nonowner_lsu_probe_block_nonload,paper_mascar_m3_nack_guard_owner_release,paper_mascar_m3diag_enabled,paper_mascar_m3diag_mem_inst_seen,paper_mascar_m3diag_load_inst_seen,paper_mascar_m3diag_mp_mode_seen,paper_mascar_m3diag_owner_valid_seen,paper_mascar_m3diag_nonowner_load_candidate,paper_mascar_m3diag_scheduler_allow_nonowner_load,paper_mascar_m3diag_scheduler_block_nonowner_mem,paper_mascar_m3diag_lsu_l1d_access_seen,paper_mascar_m3diag_l1d_nonowner_load_seen,paper_mascar_m3diag_hitonly_probe_called,paper_mascar_m3diag_hitonly_probe_hit,paper_mascar_m3diag_hitonly_probe_nack,paper_mascar_m3diag_active_hitonly_access_called,paper_mascar_m3diag_active_hitonly_access_hit,paper_mascar_m3diag_active_hitonly_access_nack,paper_mascar_m3diag_skip_config_off,paper_mascar_m3diag_skip_not_mp,paper_mascar_m3diag_skip_no_owner,paper_mascar_m3diag_skip_owner_warp,paper_mascar_m3diag_skip_not_load,paper_mascar_m3diag_skip_not_l1d,paper_mascar_m3diag_skip_nonowner_hitonly_disabled,paper_mascar_m3diag_skip_not_ready_or_scoreboard,paper_mascar_m3diag_skip_m2_blocked_before_lsu,paper_mascar_m3diag_trace_lines_emitted,paper_mascar_m4_enqueue_success,paper_mascar_m4_retry_attempt,paper_mascar_m4_retry_hit,paper_mascar_m4_retry_nack,paper_mascar_m4_retry_requeue,paper_mascar_m4_queue_occupancy_max,cacheinst_L1D_access_total,cacheinst_L1D_hit,cacheinst_L1D_miss,cacheinst_L1D_reservation_fail,kernel_avg_power,kernel_max_power,kernel_min_power,gpu_tot_avg_power,gpu_tot_max_power,gpu_tot_min_power,power_total_avg,power_peak,power_total_min,energy_total,energy_dynamic,energy_leakage,energy_dram,energy_l2,energy_fields_found,gpgpusim_exit,result_status,result_pass,suite_id,benchmark_name,availability_status,current_ready,command_status,smoke_status_w20,correctness_status_w20,suite_classification,suite_correctness_pass
baseline_off__rodinia_mummergpu,baseline_off,rodinia_mummergpu,rodinia_mummergpu,rodinia,placeholder_unavailable,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/rodinia_mummergpu,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,rodinia,mummergpu,source_available_missing_binary,0,unknown,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
baseline_off__rodinia_myocyte,baseline_off,rodinia_myocyte,rodinia_myocyte,rodinia,placeholder_unavailable,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/rodinia_myocyte,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,rodinia,myocyte,failed_smoke,0,command_unverified,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
baseline_off__rodinia_nn,baseline_off,rodinia_nn,rodinia_nn,rodinia,placeholder_unavailable,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/rodinia_nn,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,rodinia,nn,failed_smoke,0,command_unverified,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
baseline_off__rodinia_nw,baseline_off,rodinia_nw,rodinia_nw,rodinia,ready,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/rodinia_nw,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,rodinia,nw,ready,1,command_verified,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
baseline_off__rodinia_particlefilter,baseline_off,rodinia_particlefilter,rodinia_particlefilter,rodinia,placeholder_unavailable,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/rodinia_particlefilter,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,rodinia,particlefilter,source_available_missing_binary,0,unknown,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
baseline_off__rodinia_pathfinder,baseline_off,rodinia_pathfinder,rodinia_pathfinder,rodinia,ready,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/rodinia_pathfinder,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,rodinia,pathfinder,ready,1,command_verified,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
baseline_off__rodinia_srad,baseline_off,rodinia_srad,rodinia_srad,rodinia,ready,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/rodinia_srad,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,rodinia,srad,ready,1,command_verified,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
baseline_off__rodinia_streamcluster,baseline_off,rodinia_streamcluster,rodinia_streamcluster,rodinia,placeholder_unavailable,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/rodinia_streamcluster,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,rodinia,streamcluster,failed_smoke,0,command_unverified,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
baseline_off__parboil_bfs,baseline_off,parboil_bfs,parboil_bfs,parboil,placeholder_unavailable,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/parboil_bfs,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,parboil,bfs,source_available_missing_binary,0,unknown,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
baseline_off__parboil_cp,baseline_off,parboil_cp,parboil_cp,parboil,placeholder_unavailable,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/parboil_cp,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,parboil,cp,source_available_missing_binary,0,unknown,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
baseline_off__parboil_cutcp,baseline_off,parboil_cutcp,parboil_cutcp,parboil,placeholder_unavailable,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/parboil_cutcp,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,parboil,cutcp,source_available_missing_binary,0,unknown,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
baseline_off__parboil_fft,baseline_off,parboil_fft,parboil_fft,parboil,placeholder_unavailable,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/parboil_fft,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,parboil,fft,source_available_missing_binary,0,unknown,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
baseline_off__parboil_histo,baseline_off,parboil_histo,parboil_histo,parboil,ready,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/parboil_histo,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,parboil,histo,ready,1,command_verified,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
baseline_off__parboil_imghisto,baseline_off,parboil_imghisto,parboil_imghisto,parboil,placeholder_unavailable,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/parboil_imghisto,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,parboil,imghisto,source_available_missing_binary,0,unknown,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
baseline_off__parboil_lbm,baseline_off,parboil_lbm,parboil_lbm,parboil,placeholder_unavailable,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/parboil_lbm,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,parboil,lbm,source_available_missing_binary,0,unknown,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
baseline_off__parboil_mri_fhd,baseline_off,parboil_mri_fhd,parboil_mri_fhd,parboil,placeholder_unavailable,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/parboil_mri_fhd,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,parboil,mri-fhd,source_available_missing_binary,0,unknown,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
baseline_off__parboil_mri_gridding,baseline_off,parboil_mri_gridding,parboil_mri_gridding,parboil,placeholder_unavailable,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/parboil_mri_gridding,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,parboil,mri-gridding,source_available_missing_binary,0,unknown,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
baseline_off__parboil_mri_q,baseline_off,parboil_mri_q,parboil_mri_q,parboil,ready,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/parboil_mri_q,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,parboil,mri-q,ready,1,command_verified,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
baseline_off__parboil_pns,baseline_off,parboil_pns,parboil_pns,parboil,placeholder_unavailable,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/parboil_pns,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,parboil,pns,source_available_missing_binary,0,unknown,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
baseline_off__parboil_rpes,baseline_off,parboil_rpes,parboil_rpes,parboil,placeholder_unavailable,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/parboil_rpes,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,parboil,rpes,source_available_missing_binary,0,unknown,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
baseline_off__parboil_sad,baseline_off,parboil_sad,parboil_sad,parboil,placeholder_unavailable,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/parboil_sad,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,parboil,sad,source_available_missing_binary,0,unknown,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
baseline_off__parboil_sgemm,baseline_off,parboil_sgemm,parboil_sgemm,parboil,ready,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/parboil_sgemm,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,parboil,sgemm,ready,1,command_verified,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
baseline_off__parboil_simple_mm,baseline_off,parboil_simple_mm,parboil_simple_mm,parboil,placeholder_unavailable,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/parboil_simple_mm,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,parboil,simple_mm,source_available_missing_binary,0,unknown,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
baseline_off__parboil_spmv,baseline_off,parboil_spmv,parboil_spmv,parboil,ready,/workspace/repos/gpgpu-sim_distribution/experiments/suites/results/W20/run_dryrun_all_20260605_154218/runs/baseline_off/parboil_spmv,0,0,completed_exit0,no_stats_exit0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,parboil,spmv,ready,1,command_verified,no_stats_exit0,not_correctness_pass,dry_run_or_no_stats_exit0,0
