run_id,config_id,paper_id,paper_name,app,wrapper_path,event,trace_source,launch_index,kernel_uid,kernel_name,grid_x,grid_y,grid_z,block_x,block_y,block_z,stream_id,begin_cycle,end_cycle,log_path,notes
kernel_trace_baseline_off_histo_3,kernel_trace_baseline_off,histo_3,histo-3,histo,experiments/paper-mascar/workloads/wrappers/run_histo_3.sh,end,paperrepro_kernel_end,1,1,_Z20histo_prescan_kernelPjiS_,,,,,,,0,,7095,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_3/histo_3.log,
kernel_trace_baseline_off_histo_3,kernel_trace_baseline_off,histo_3,histo-3,histo,experiments/paper-mascar/workloads/wrappers/run_histo_3.sh,end,paperrepro_kernel_end,2,2,_Z26histo_intermediates_kernelP5uint2jjjP6uchar4,,,,,,,102680627037232,,18325,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_3/histo_3.log,
kernel_trace_baseline_off_histo_3,kernel_trace_baseline_off,histo_3,histo-3,histo,experiments/paper-mascar/workloads/wrappers/run_histo_3.sh,end,paperrepro_kernel_end,3,3,_Z17histo_main_kernelP6uchar4jjjjjPjS1_S1_,,,,,,,0,,26467,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_3/histo_3.log,
kernel_trace_baseline_off_histo_3,kernel_trace_baseline_off,histo_3,histo-3,histo,experiments/paper-mascar/workloads/wrappers/run_histo_3.sh,end,paperrepro_kernel_end,4,4,_Z18histo_final_kerneljjjjPjS_S_S_,,,,,,,0,,35471,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_histo_3/histo_3.log,
kernel_trace_baseline_off_kmeans_1,kernel_trace_baseline_off,kmeans_1,kmeans-1,kmeans,experiments/paper-mascar/workloads/wrappers/run_kmeans_1.sh,begin,paperrepro_kernel_begin,1,1,_Z14invert_mappingPfS_ii,1,1,1,256,1,1,0,0,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_kmeans_1/kmeans_1.log,
kernel_trace_baseline_off_kmeans_1,kernel_trace_baseline_off,kmeans_1,kmeans-1,kmeans,experiments/paper-mascar/workloads/wrappers/run_kmeans_1.sh,begin,paperrepro_kernel_begin,2,2,_Z11kmeansPointPfiiiPiS_S_S0_,1,1,1,256,1,1,0,5592,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_kmeans_1/kmeans_1.log,
kernel_trace_baseline_off_kmeans_1,kernel_trace_baseline_off,kmeans_1,kmeans-1,kmeans,experiments/paper-mascar/workloads/wrappers/run_kmeans_1.sh,begin,paperrepro_kernel_begin,3,3,_Z11kmeansPointPfiiiPiS_S_S0_,1,1,1,256,1,1,108736023988736,12092,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_kmeans_1/kmeans_1.log,
kernel_trace_baseline_off_kmeans_1,kernel_trace_baseline_off,kmeans_1,kmeans-1,kmeans,experiments/paper-mascar/workloads/wrappers/run_kmeans_1.sh,begin,paperrepro_kernel_begin,4,4,_Z11kmeansPointPfiiiPiS_S_S0_,1,1,1,256,1,1,108736023988736,18592,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_kmeans_1/kmeans_1.log,
kernel_trace_baseline_off_kmeans_1,kernel_trace_baseline_off,kmeans_1,kmeans-1,kmeans,experiments/paper-mascar/workloads/wrappers/run_kmeans_1.sh,begin,paperrepro_kernel_begin,5,5,_Z11kmeansPointPfiiiPiS_S_S0_,1,1,1,256,1,1,0,25092,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_kmeans_1/kmeans_1.log,
kernel_trace_baseline_off_kmeans_1,kernel_trace_baseline_off,kmeans_1,kmeans-1,kmeans,experiments/paper-mascar/workloads/wrappers/run_kmeans_1.sh,end,paperrepro_kernel_end,1,1,_Z14invert_mappingPfS_ii,,,,,,,0,,5591,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_kmeans_1/kmeans_1.log,
kernel_trace_baseline_off_kmeans_1,kernel_trace_baseline_off,kmeans_1,kmeans-1,kmeans,experiments/paper-mascar/workloads/wrappers/run_kmeans_1.sh,end,paperrepro_kernel_end,2,2,_Z11kmeansPointPfiiiPiS_S_S0_,,,,,,,0,,12091,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_kmeans_1/kmeans_1.log,
kernel_trace_baseline_off_kmeans_1,kernel_trace_baseline_off,kmeans_1,kmeans-1,kmeans,experiments/paper-mascar/workloads/wrappers/run_kmeans_1.sh,end,paperrepro_kernel_end,3,3,_Z11kmeansPointPfiiiPiS_S_S0_,,,,,,,108736023988736,,18591,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_kmeans_1/kmeans_1.log,
kernel_trace_baseline_off_kmeans_1,kernel_trace_baseline_off,kmeans_1,kmeans-1,kmeans,experiments/paper-mascar/workloads/wrappers/run_kmeans_1.sh,end,paperrepro_kernel_end,4,4,_Z11kmeansPointPfiiiPiS_S_S0_,,,,,,,108736023988736,,25091,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_kmeans_1/kmeans_1.log,
kernel_trace_baseline_off_kmeans_1,kernel_trace_baseline_off,kmeans_1,kmeans-1,kmeans,experiments/paper-mascar/workloads/wrappers/run_kmeans_1.sh,end,paperrepro_kernel_end,5,5,_Z11kmeansPointPfiiiPiS_S_S0_,,,,,,,0,,31591,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_kmeans_1/kmeans_1.log,
kernel_trace_baseline_off_kmeans_2,kernel_trace_baseline_off,kmeans_2,kmeans-2,kmeans,experiments/paper-mascar/workloads/wrappers/run_kmeans_2.sh,begin,paperrepro_kernel_begin,1,1,_Z14invert_mappingPfS_ii,1,1,1,256,1,1,0,0,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_kmeans_2/kmeans_2.log,
kernel_trace_baseline_off_kmeans_2,kernel_trace_baseline_off,kmeans_2,kmeans-2,kmeans,experiments/paper-mascar/workloads/wrappers/run_kmeans_2.sh,begin,paperrepro_kernel_begin,2,2,_Z11kmeansPointPfiiiPiS_S_S0_,1,1,1,256,1,1,0,5592,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_kmeans_2/kmeans_2.log,
kernel_trace_baseline_off_kmeans_2,kernel_trace_baseline_off,kmeans_2,kmeans-2,kmeans,experiments/paper-mascar/workloads/wrappers/run_kmeans_2.sh,begin,paperrepro_kernel_begin,3,3,_Z11kmeansPointPfiiiPiS_S_S0_,1,1,1,256,1,1,105999125043712,12092,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_kmeans_2/kmeans_2.log,
kernel_trace_baseline_off_kmeans_2,kernel_trace_baseline_off,kmeans_2,kmeans-2,kmeans,experiments/paper-mascar/workloads/wrappers/run_kmeans_2.sh,begin,paperrepro_kernel_begin,4,4,_Z11kmeansPointPfiiiPiS_S_S0_,1,1,1,256,1,1,105999125043712,18592,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_kmeans_2/kmeans_2.log,
kernel_trace_baseline_off_kmeans_2,kernel_trace_baseline_off,kmeans_2,kmeans-2,kmeans,experiments/paper-mascar/workloads/wrappers/run_kmeans_2.sh,begin,paperrepro_kernel_begin,5,5,_Z11kmeansPointPfiiiPiS_S_S0_,1,1,1,256,1,1,0,25092,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_kmeans_2/kmeans_2.log,
kernel_trace_baseline_off_kmeans_2,kernel_trace_baseline_off,kmeans_2,kmeans-2,kmeans,experiments/paper-mascar/workloads/wrappers/run_kmeans_2.sh,end,paperrepro_kernel_end,1,1,_Z14invert_mappingPfS_ii,,,,,,,0,,5591,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_kmeans_2/kmeans_2.log,
kernel_trace_baseline_off_kmeans_2,kernel_trace_baseline_off,kmeans_2,kmeans-2,kmeans,experiments/paper-mascar/workloads/wrappers/run_kmeans_2.sh,end,paperrepro_kernel_end,2,2,_Z11kmeansPointPfiiiPiS_S_S0_,,,,,,,0,,12091,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_kmeans_2/kmeans_2.log,
kernel_trace_baseline_off_kmeans_2,kernel_trace_baseline_off,kmeans_2,kmeans-2,kmeans,experiments/paper-mascar/workloads/wrappers/run_kmeans_2.sh,end,paperrepro_kernel_end,3,3,_Z11kmeansPointPfiiiPiS_S_S0_,,,,,,,105999125043712,,18591,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_kmeans_2/kmeans_2.log,
kernel_trace_baseline_off_kmeans_2,kernel_trace_baseline_off,kmeans_2,kmeans-2,kmeans,experiments/paper-mascar/workloads/wrappers/run_kmeans_2.sh,end,paperrepro_kernel_end,4,4,_Z11kmeansPointPfiiiPiS_S_S0_,,,,,,,105999125043712,,25091,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_kmeans_2/kmeans_2.log,
kernel_trace_baseline_off_kmeans_2,kernel_trace_baseline_off,kmeans_2,kmeans-2,kmeans,experiments/paper-mascar/workloads/wrappers/run_kmeans_2.sh,end,paperrepro_kernel_end,5,5,_Z11kmeansPointPfiiiPiS_S_S0_,,,,,,,0,,31591,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_kmeans_2/kmeans_2.log,
kernel_trace_baseline_off_srad_1,kernel_trace_baseline_off,srad_1,srad-1,srad,experiments/paper-mascar/workloads/wrappers/run_srad_1.sh,begin,paperrepro_kernel_begin,1,1,_Z11srad_cuda_1PfS_S_S_S_S_iif,4,4,1,16,16,1,0,0,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_srad_1/srad_1.log,
kernel_trace_baseline_off_srad_1,kernel_trace_baseline_off,srad_1,srad-1,srad,experiments/paper-mascar/workloads/wrappers/run_srad_1.sh,begin,paperrepro_kernel_begin,2,2,_Z11srad_cuda_2PfS_S_S_S_S_iiff,4,4,1,16,16,1,100510940528656,8236,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_srad_1/srad_1.log,
kernel_trace_baseline_off_srad_1,kernel_trace_baseline_off,srad_1,srad-1,srad,experiments/paper-mascar/workloads/wrappers/run_srad_1.sh,end,paperrepro_kernel_end,1,1,_Z11srad_cuda_1PfS_S_S_S_S_iif,,,,,,,0,,8235,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_srad_1/srad_1.log,
kernel_trace_baseline_off_srad_1,kernel_trace_baseline_off,srad_1,srad-1,srad,experiments/paper-mascar/workloads/wrappers/run_srad_1.sh,end,paperrepro_kernel_end,2,2,_Z11srad_cuda_2PfS_S_S_S_S_iiff,,,,,,,100510940528656,,15925,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_srad_1/srad_1.log,
kernel_trace_baseline_off_srad_2,kernel_trace_baseline_off,srad_2,srad-2,srad,experiments/paper-mascar/workloads/wrappers/run_srad_2.sh,begin,paperrepro_kernel_begin,1,1,_Z11srad_cuda_1PfS_S_S_S_S_iif,4,4,1,16,16,1,0,0,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_srad_2/srad_2.log,
kernel_trace_baseline_off_srad_2,kernel_trace_baseline_off,srad_2,srad-2,srad,experiments/paper-mascar/workloads/wrappers/run_srad_2.sh,begin,paperrepro_kernel_begin,2,2,_Z11srad_cuda_2PfS_S_S_S_S_iiff,4,4,1,16,16,1,107609217978384,8236,,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_srad_2/srad_2.log,
kernel_trace_baseline_off_srad_2,kernel_trace_baseline_off,srad_2,srad-2,srad,experiments/paper-mascar/workloads/wrappers/run_srad_2.sh,end,paperrepro_kernel_end,1,1,_Z11srad_cuda_1PfS_S_S_S_S_iif,,,,,,,0,,8235,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_srad_2/srad_2.log,
kernel_trace_baseline_off_srad_2,kernel_trace_baseline_off,srad_2,srad-2,srad,experiments/paper-mascar/workloads/wrappers/run_srad_2.sh,end,paperrepro_kernel_end,2,2,_Z11srad_cuda_2PfS_S_S_S_S_iiff,,,,,,,107609217978384,,15925,/workspace/tmp/mascar_w18_kernel_trace_raw_20260605_143305/w18_trace_raw_20260605_143014/kernel_trace_baseline_off_srad_2/srad_2.log,
